triggr,aptrig,airpower,icb2,cracno,cracid,systrgmo,systrgda,cluster1,cluster2,cluster3,cluster4,cluster5,cluster6,yrtrig,motrig,datrig,trigent,trigloc,southv,southpow,sizedu,strcdu,comlev,majres,yerres,monres,dayres,trgresra,crismg,cenvio,sevvio,usinv,usfavr,suinv,sufavr,gbinv,gbfavr,frinv,frfavr,itinv,itfavr,grinv,grfavr,jpinv,jpfavr,globorg,globact,globfavr,regorg,regact,rofavr,outcom,outfor,outevl,outesr,yrterm,moterm,daterm,trgterra,resterra,actloc,geog,cractloc,noactr,stainsys,period,syslev,pc,pcid,viol,iwc,powdis,powscore,gpinv,powinv,age,territ,regime,durreg,allycap,globmemb,nucler,powsta,issue,chissu,gravty,pethin,col,unemp,inflat,foodpr,labstr,short,econdt,regrep,socunr,massvl,gvinst,sourdt,ccode,year,majpow,logcap,milissue,polissue,econissue,gravty2,violence,violence2,democ,jointdem,crisno,actor,systrgyr,cap,polity2,majpowinv,instability,unrest,demgravity,polgravity,massviol,coldwar,unem2,powerdistr,econstatus,higravty,higravty2,othrfrce,logravty2,logravty3,cap2a,majpow2a,polity2a,milper,milex,energy,irst,upop,tpop,logengy,countryname,countrycode,iso2code,WBgdp,loggdp,logcap2a,logmilex,protrac,dem6,powscore2,time1,time2,time3,time4,airforce,airpossible,outcome,sanct,sanctongoing,econpress,sanctout,anysanct,sanctout2,capdem,cappol,powpol,out2
2,0,0,ICB2,856,696,8,2,GULF,WAR,,,,,1990,11,29,997,1,645,3,2,1,1,3,1990,12,22,24,4,1,1,8,1,3,3,0,0,0,0,0,0,0,0,0,0,6,13,2,9,13,1,1,12,2,1,1991,4,12,136,112,15,15,2,34,165,5,2,1,0,1,1,-6,-6,1,5,7,2,9,9,9,3,1,1,3,2,5,1,9,2,9,9,2,9,9,9,9,9,3,2,696,1990,0,-6.275952,0,0,1,5,0,0,0,0,393,UAE,1990,0.001881,-8,1,3,,0,-40,,0,2,-6,,1,1,0,0,0,0.001608,0,-8,66,2590000,53769.89,45,1286,1921,10.89247,United Arab Emirates,ARE,AE,8.80E+10,25.20352,-6.432764,14.76717,0,0,-6,1990,9.376779,1.888889,0.0246059,1972,1,0,1,0,0,1,1,1,0,-0.012864,48,0
2,0,1,ICB2,857,200,8,2,GULF,WAR,,,,,1990,11,29,997,1,645,3,2,1,2,8,1991,1,17,50,7,4,4,8,1,3,3,0,0,0,0,0,0,0,0,0,0,6,13,2,9,13,1,1,8,2,1,1991,4,12,135,85,33,15,4,34,165,5,2,1,0,4,1,7,7,1,5,1,3,1,3,3,3,3,3,3,1,4,2,2,2,2,2,2,2,2,2,2,2,2,2,200,1990,1,-3.698283,0,0,1,4,1,1,1,0,393,UKG,1990,0.024766,10,1,2,2,4,40,2,0,2,7,2,1,0,1,0,0,0.02529,1,10,308,3.85E+07,510526.7,16464,46950,57561,13.1432,United Kingdom,GBR,GB,1.60E+12,28.13034,-3.677346,17.46669,0,1,7,1990,9.376779,1.888889,0.0246059,1918,1,3,1,0,0,3,1,3,0.02529,0.2529,70,2
9,0,0,ICB2,858,517,9,30,RWAN,DA/U,GAND,A,,,1990,9,30,996,1,500,1,1,1,1,8,1990,10,4,5,7,3,3,3,2,2,5,0,0,0,0,0,0,0,0,0,0,2,2,6,5,7,1,2,3,3,2,1991,3,29,181,176,20,20,1,1,165,5,1,1,0,3,1,0,0,1,2,6,2,1,2,1,3,1,1,1,6,1,1,2,2,2,2,2,2,2,1,1,1,2,2,517,1990,0,-8.044069,1,0,0,1,1,1,0,0,394,RWA,1990,0.000321,-7,0,2,1,0,-7,1,0,2,0,2,0,0,0,1,1,0.000305,0,-7,6,37504,982.722,0,220,7181,6.890326,Rwanda,RWA,RW,1.70E+09,21.27514,-8.095199,10.5322,0,0,0,1990,9.376779,1.888889,0.0246059,1962,1,0,0,0,0,0,0,,0,-0.002135,0,0
9,0,0,ICB2,859,451,3,23,LIBE,RIA/,SIER,RA L,EONE,,1991,3,23,996,2,439,1,1,1,1,8,1991,3,31,8,8,4,3,3,3,1,5,0,0,0,0,0,0,0,0,0,0,2,2,6,10,13,1,1,1,1,1,1991,10,31,223,215,20,20,1,1,177,5,1,1,0,3,1,2,2,1,2,6,1,1,2,2,3,1,1,1,6,3,1,2,2,2,2,2,1,2,2,2,2,1,3,451,1991,0,-8.290057,1,0,0,3,1,1,0,0,395,SIE,1991,0.000251,-6,0,1,2,0,-18,2,1,2,2,2,1,0,0,0,0,0.000249,0,-6,5,12000,1760.722,0,545,4040,7.473479,Sierra Leone,SLE,SL,1.50E+09,21.13842,-8.298058,9.392662,0,0,2,1991,10.38062,2.242214,0.0480584,1973,1,0,0,0,0,0,0,,0,-0.001494,-12,0
7,0,0,ICB2,860,452,4,11,GHAN,A/TO,GO B,ORDE,R II,,1991,4,11,461,1,461,1,1,1,1,2,1991,4,11,1,1,1,1,2,5,2,5,0,0,0,0,0,0,0,0,0,0,2,2,6,1,1,5,3,3,4,2,1991,10,5,151,151,20,20,1,1,177,5,1,1,0,2,1,3,3,1,1,5,1,3,3,1,3,1,1,1,6,1,1,2,2,2,2,2,2,2,2,2,2,2,3,452,1991,0,-7.016455,1,0,0,1,0,0,0,0,396,GHA,1991,0.000897,-4,0,2,2,0,-4,2,1,2,3,2,0,0,0,1,1,0.000912,0,-4,9,67000,12181.6,20,1861,15468,9.407681,Ghana,GHA,GH,5.80E+09,22.48112,-6.999871,11.11245,0,0,3,1991,10.38062,2.242214,0.0480584,1959,1,0,0,0,0,0,0,0,0,-0.003648,-12,0
6,0,1,ICB2,861,345,6,25,YUG.,I-C,ROAT,./SL,OVEN,,1991,6,25,997,1,344,1,2,1,1,9,1991,6,27,2,7,4,4,3,3,3,9,0,0,0,0,0,0,0,0,0,0,6,11,2,9,13,1,2,1,3,1,1992,1,3,193,191,35,35,1,11,177,5,1,2,33,4,1,999,999,1,3,9,1,2,9,9,3,1,2,2,1,6,1,2,2,2,2,2,2,2,2,2,2,2,3,345,1991,0,-5.561502,0,1,0,6,1,1,0,0,397,YUG,1991,0.003843,-5,0,2,2,0,-30,2,1,2,,2,1,1,1,0,0,0.004159,0,-5,169,3490000,100522.7,2200,1954,23931,11.51814,Serbia,SRB,RS,,,-5.482481,15.06541,1,0,,1991,10.38062,2.242214,0.0480584,1918,1,3,0,0,0,3,0,3,0,-0.020795,,2
7,0,0,ICB2,862,349,6,25,YUG.,I-C,ROAT,./SL,OVEN,,1991,6,25,345,1,345,2,2,1,1,9,1991,6,27,2,7,4,4,3,1,3,9,0,0,0,0,0,0,0,0,0,0,6,8,2,9,13,1,2,1,2,2,1991,7,7,13,11,35,35,1,11,177,5,1,2,33,4,1,-6,-6,1,3,7,1,1,9,9,4,1,1,1,6,6,1,2,2,2,2,2,2,2,2,2,2,2,3,349,1991,,,1,0,0,6,1,1,,0,397,SLO,1991,,,0,2,2,,,2,1,2,-6,2,1,1,1,0,0,,,,,,,,,,,Slovenia,SVN,SI,,,,,1,,-6,1991,10.38062,2.242214,0.0480584,1993,0,2,0,0,0,3,0,3,,,,2
7,0,0,ICB2,863,344,6,25,YUG.,I-C,ROAT,./SL,OVEN,,1991,6,25,345,1,345,2,2,1,1,9,1991,6,27,2,7,4,4,3,1,3,9,0,0,0,0,0,0,0,0,0,0,6,8,2,9,13,1,2,1,4,1,1992,1,3,193,191,35,35,1,11,177,5,1,2,33,4,1,-3,-3,1,3,7,1,2,9,9,4,1,1,1,6,5,1,2,2,2,2,2,2,2,2,2,2,2,3,344,1991,,,1,0,0,5,1,1,,0,397,CRO,1991,,,0,2,2,,,2,1,2,-3,2,1,1,1,0,0,,,,,,,,,,,Croatia,HRV,HR,,,,,1,,-3,1991,10.38062,2.242214,0.0480584,1991,1,2,0,0,0,3,0,3,,,,2
9,0,0,ICB2,864,690,8,28,BUBI,YAN,,,,,1991,8,28,645,1,645,2,1,1,8,9,1991,8,28,1,7,2,2,3,1,1,5,0,0,0,0,0,0,0,0,0,0,6,12,2,1,1,5,1,15,2,1,1991,8,88,4,3,15,15,1,2,177,5,1,2,25,2,1,0,0,1,2,6,1,2,3,2,3,1,1,1,6,3,1,2,2,2,2,2,2,2,1,2,2,2,2,690,1991,0,-5.612206,1,0,0,3,1,0,0,0,398,KUW,1991,0.003653,-9,0,2,2,0,-27,2,1,2,0,2,1,0,0,0,0,0.003335,0,-9,10,1.55E+07,6184.618,0,288,2095,8.72982,Kuwait,KWT,KW,,,-5.703283,16.55635,1,0,0,1991,10.38062,2.242214,0.0480584,1953,1,0,0,0,0,0,0,,0,-0.030015,0,0
8,0,0,ICB2,865,211,9,23,FORE,IGN,INTE,RV.-,ZAIR,E,1991,9,23,996,1,490,2,1,1,1,9,1991,9,24,2,7,2,3,7,1,1,5,0,0,0,0,0,0,0,0,0,0,2,2,6,1,1,5,1,4,2,2,1991,11,4,43,42,33,24,4,4,177,5,1,1,0,3,1,999,999,1,2,3,1,1,3,3,3,1,2,2,6,4,4,2,2,2,2,2,2,2,2,2,2,2,3,211,1991,0,-5.233092,0,1,0,4,1,1,1,0,399,BEL,1991,0.005337,10,1,2,2,4,40,2,1,2,,2,1,0,0,0,0,0.006281,0,10,101,3250000,220732.5,11340,1456,9979,12.30471,Belgium,BEL,BE,2.90E+11,26.39125,-5.070226,14.99417,0,1,,1991,10.38062,2.242214,0.0480584,1909,1,0,0,1,0,0,1,,0.006281,0.06281,,0
8,0,0,ICB2,866,220,9,23,FORE,IGN,INTE,RV.-,ZAIR,E,1991,9,23,996,1,490,2,1,1,1,9,1991,9,24,2,7,2,3,7,1,1,5,0,0,0,0,0,0,0,0,0,0,2,2,6,1,1,5,1,4,2,2,1991,10,31,38,37,33,24,4,4,177,5,1,1,0,3,1,999,999,1,2,1,3,1,3,3,3,4,3,2,6,4,4,2,2,2,2,2,2,2,2,2,2,2,3,220,1991,1,-3.869395,0,1,0,4,1,1,1,0,399,FRN,1991,0.020871,9,1,2,2,4,36,2,1,2,,2,1,0,0,0,0,0.023472,1,9,554,3.73E+07,595982.3,18432,9920,57055,13.29797,France,FRA,FR,1.70E+12,28.14215,-3.751947,17.43558,0,1,,1991,10.38062,2.242214,0.0480584,1909,1,0,0,1,0,0,1,,0.023472,0.211248,,0
2,0,0,ICB2,867,490,9,23,FORE,IGN,INTE,RV.-,ZAIR,E,1991,10,25,997,2,220,3,1,1,1,9,1991,10,27,7,7,3,3,3,2,1,5,0,0,0,0,0,0,0,0,0,0,2,2,6,1,1,5,1,6,2,2,1991,11,4,43,36,24,24,1,4,177,5,1,1,0,3,1,999,999,1,2,6,3,2,2,1,3,1,2,2,6,2,1,1,1,1,1,1,1,1,1,1,1,1,3,490,1991,0,-5.877422,0,1,0,2,1,1,0,0,399,DRC,1991,0.002802,-8,1,1,1,0,-16,1,1,1,,1,0,0,0,0,1,0.002756,0,-8,60,235000,16468.76,30,7702,36672,9.709221,"Congo, Dem. Rep.",COD,CD,1.60E+10,23.50648,-5.893975,12.36734,0,0,,1991,10.38062,2.242214,0.0480584,1961,1,0,0,0,0,0,0,,0,-0.022048,,0
7,0,0,ICB2,868,130,10,6,ECUA,DOR/,PERU,BDR,. IV,,1991,10,6,135,1,135,2,1,1,1,7,1991,10,6,1,1,1,1,3,3,1,5,0,0,0,0,0,0,0,0,0,0,2,2,6,10,4,1,2,2,1,1,1991,10,15,10,10,43,43,1,2,177,5,1,2,7,1,1,0,0,1,2,3,2,1,2,1,3,1,1,1,6,3,1,2,2,2,2,2,2,2,2,2,2,2,3,130,1991,0,-6.607651,1,0,0,3,0,0,1,1,400,ECU,1991,0.00135,9,0,2,2,3,27,2,1,2,0,2,1,0,0,0,0,0.001304,0,9,53,260920,12428.07,20,3528,10502,9.427713,Ecuador,ECU,EC,2.80E+10,24.05384,-6.642319,12.47197,1,1,0,1991,10.38062,2.242214,0.0480584,1920,1,0,0,0,0,0,0,0,0.001304,0.011736,0,0
2,0,0,ICB2,869,135,10,6,ECUA,DOR/,PERU,BDR,. IV,,1991,10,6,130,1,130,1,1,1,1,7,1991,10,6,1,1,1,1,3,1,1,5,0,0,0,0,0,0,0,0,0,0,2,2,6,10,4,1,2,2,1,1,1991,10,15,10,10,43,43,2,2,177,5,1,2,7,1,1,0,0,1,2,3,3,1,2,1,3,1,2,1,6,1,1,2,2,2,2,2,2,2,2,1,2,2,3,135,1991,0,-5.688697,1,0,0,1,0,0,1,1,400,PER,1991,0.003384,8,0,2,1,1,8,2,1,2,0,2,0,0,0,1,1,0.003328,0,8,123,701000,18036.83,404,10955,21998,9.800171,Peru,PER,PE,4.20E+10,24.46973,-5.705384,13.46026,1,1,0,1991,10.38062,2.242214,0.0480584,1929,1,0,0,0,0,0,0,0,0.003328,0.026624,0,0
6,0,0,ICB2,870,371,11,27,NAGO,RNYY,KAR,ABAK,H,,1991,11,27,373,2,373,2,2,1,1,8,1992,1,3,37,7,3,3,3,1,7,1,0,0,0,0,0,0,0,0,0,0,6,7,2,10,2,1,3,15,4,2,1992,8,77,262,224,31,9,1,2,177,5,1,1,0,3,1,1,1,1,4,7,1,1,2,3,3,1,1,1,6,1,1,4,2,4,1,2,1,1,1,1,1,1,3,371,1991,0,-7.770505,1,0,0,1,1,1,1,0,401,ARM,1991,0.000422,7,0,1,1,1,7,1,1,2,1,1,0,0,0,1,1,0.000383,0,7,,147000,0,0,1325,3612,,Armenia,ARM,AM,3.60E+09,22.00083,-7.867476,11.89819,0,1,1,1991,10.38062,2.242214,0.0480584,1992,0,0,0,0,0,0,0,,0.000383,0.002681,7,0
6,0,1,ICB2,871,373,11,27,NAGO,RNYY,KAR,ABAK,H,,1991,12,10,371,1,371,1,2,1,1,8,1992,1,3,24,7,3,3,3,3,7,3,0,0,0,0,0,0,0,0,0,0,6,7,4,10,2,3,3,15,4,2,1992,8,77,262,224,31,9,1,2,177,5,1,1,0,3,1,-1,-1,1,4,7,1,1,2,1,3,1,1,1,6,3,1,1,2,1,1,2,1,1,1,1,1,1,3,373,1991,0,-6.686213,1,0,0,3,1,1,0,0,401,AZE,1991,0.001248,-3,0,1,1,0,-9,1,1,2,-1,1,1,0,0,0,0,0.000714,0,-3,,302500,0,384,1665,7187,,Azerbaijan,AZE,AZ,1.20E+10,23.19675,-7.244627,12.61984,0,0,-1,1991,10.38062,2.242214,0.0480584,1992,0,1,0,0,0,2,0,2,0,-0.002142,3,1
2,0,0,ICB2,872,651,1,88,EGYP,T/SU,DAN,BDR.,II,,1992,1,88,625,2,625,1,1,1,3,3,1992,4,22,82,1,1,1,2,5,2,5,0,0,0,0,0,0,0,0,0,0,2,2,6,1,1,5,3,6,2,1,1992,6,88,145,69,22,22,1,2,181,5,1,1,0,2,1,4,4,1,2,4,2,2,3,1,3,1,3,2,6,3,1,2,2,2,2,2,2,2,2,2,2,2,3,651,1992,0,-4.733913,0,1,0,3,0,0,0,0,402,EGY,1992,0.008792,-6,0,2,2,0,-18,2,1,2,4,2,1,0,0,0,0,0.008544,0,-6,424,2470000,62302.8,2500,17860,55739,11.03976,"Egypt, Arab Rep.",EGY,EG,5.20E+10,24.67992,-4.762526,14.71973,0,0,4,1992,11.45367,2.637063,0.083045,1930,1,0,0,0,0,0,0,0,0,-0.051264,-24,0
9,0,0,ICB2,873,625,1,88,EGYP,T/SU,DAN,BDR.,II,,1992,4,4,651,2,651,3,2,1,3,3,1992,4,22,19,1,1,1,2,5,2,5,0,0,0,0,0,0,0,0,0,0,2,2,6,1,1,5,3,4,3,1,1992,6,88,88,69,22,22,1,2,181,5,1,1,0,2,1,4,4,1,2,5,1,2,3,1,3,1,1,3,6,0,1,2,2,2,2,2,2,2,2,2,2,2,3,625,1992,0,-6.103961,0,0,1,0,0,0,0,0,402,SUD,1992,0.002234,-7,0,2,2,0,0,2,1,2,4,2,0,0,0,1,1,0.002262,0,-7,82,1010000,6820.76,0,4520,27323,8.827726,Sudan,SDN,SD,1.30E+10,23.2861,-6.091506,13.82546,0,0,4,1992,11.45367,2.637063,0.083045,1956,1,0,0,0,0,0,0,0,0,-0.015834,-28,0
9,0,0,ICB2,874,346,3,3,YUG.,II-,BOSN,IA,,,1992,3,3,345,9,345,3,2,1,1,8,9999,99,99,9999,7,4,4,8,3,3,3,0,0,0,0,0,0,0,0,0,0,6,14,2,9,13,1,2,1,2,1,1995,11,21,1359,9999,35,35,1,13,181,5,1,2,33,4,1,-5,-5,1,4,7,1,1,1,1,3,1,1,2,1,6,1,2,2,2,2,2,2,2,2,2,2,2,2,346,1992,0,-7.034453,0,1,0,6,1,1,0,0,403,BOS,1992,0.000881,0,0,2,2,0,0,2,1,2,-5,2,1,1,1,0,0,0.000879,0,0,60,850000,2370.332,261,559,4409,7.770785,Bosnia and Herzegovina,BIH,BA,,,-7.036726,13.65299,1,0,-5,1992,11.45367,2.637063,0.083045,,0,2,0,0,0,3,0,3,0,0,0,2
2,0,1,ICB2,875,345,3,3,YUG.,II-,BOSN,IA,,,1992,3,3,346,9,346,1,2,1,1,8,9999,99,99,9999,7,4,4,8,3,3,3,0,0,0,0,0,0,0,0,0,0,6,11,4,9,13,3,2,1,3,1,1995,11,21,1359,9999,35,35,2,13,181,5,1,2,33,4,1,5,5,1,4,7,1,1,1,1,3,1,2,2,1,5,1,2,2,2,2,2,2,2,2,2,2,2,2,345,1992,0,-6.108448,0,1,0,5,1,1,0,0,403,YUG,1992,0.002224,-5,0,2,2,0,-25,2,1,2,5,2,1,1,1,0,0,0.002229,0,-5,137,1300000,28328.34,667,2381,10448,10.25162,Serbia,SRB,RS,,,-6.106202,14.07788,1,0,5,1992,11.45367,2.637063,0.083045,1918,1,3,0,0,0,3,0,3,0,-0.011145,-25,2
9,1,0,ICB2,876,344,3,3,YUG.,II-,BOSN,IA,,,1992,4,6,345,9,345,3,2,1,1,8,9999,99,99,9999,7,4,4,8,3,3,3,0,0,0,0,0,0,0,0,0,0,6,8,2,9,13,1,2,1,2,1,1995,11,21,1325,9999,35,35,2,13,181,5,1,2,33,4,1,-3,-3,1,4,7,1,1,1,1,3,1,2,2,1,5,1,2,2,2,2,2,2,2,2,2,2,2,2,344,1992,0,-6.656997,0,1,0,5,1,1,0,0,403,CRO,1992,0.001285,-3,0,2,2,0,-15,2,1,2,-3,2,1,1,1,0,0,0.001238,0,-3,103,561000,13126.24,102,1166,4470,9.482368,Croatia,HRV,HR,,,-6.694258,13.23748,1,0,-3,1992,11.45367,2.637063,0.083045,1991,1,2,0,0,0,3,0,3,0,-0.003714,9,2
9,0,0,ICB2,877,940,3,12,PAPU,A/SO,LOMO,N,,,1992,3,12,910,2,910,1,9,1,2,3,1992,3,77,4,7,2,2,1,5,1,5,0,0,0,0,0,0,0,0,0,0,2,2,6,0,0,0,2,2,1,2,1992,9,77,188,84,51,12,1,2,181,5,1,1,0,2,1,-2,-2,1,2,7,1,1,9,1,3,1,1,2,6,1,1,9,9,9,9,9,9,9,9,9,9,9,4,940,1992,0,-11.3306,0,1,0,1,1,0,1,1,404,SOL,1992,0.000012,8,0,,,1,8,,1,,-2,,0,0,0,1,1,0.000011,0,8,0,0,110.6754,0,0,343,4.706602,Solomon Islands,SLB,SB,3.70E+08,19.72281,-11.41761,,0,1,-2,1992,11.45367,2.637063,0.083045,,0,0,0,0,0,0,0,,0.000011,0.000088,-16,0
7,0,0,ICB2,878,910,3,12,PAPU,A/SO,LOMO,N,,,1992,9,77,940,1,940,1,9,9,2,3,1992,9,77,1,7,2,2,1,5,1,5,0,0,0,0,0,0,0,0,0,0,2,2,6,0,0,0,2,2,1,2,1992,9,77,2,1,51,12,2,2,181,5,1,1,0,2,1,2,2,1,2,6,2,1,9,1,3,1,1,2,6,1,1,9,9,9,9,9,9,9,9,9,9,9,4,910,1992,0,-8.449534,0,1,0,1,1,0,1,1,404,PNG,1992,0.000214,10,0,,,1,10,,1,,2,,0,0,0,1,1,0.000203,0,10,4,58900,2377.25,0,190,3847,7.7737,Papua New Guinea,PNG,PG,3.80E+09,22.05141,-8.502305,10.9836,0,1,2,1992,11.45367,2.637063,0.083045,,0,0,0,0,0,0,0,,0.000203,0.00203,20,0
9,0,0,ICB2,879,800,3,14,SLEE,PING,DOG,HIL,L,,1992,3,14,775,1,775,1,1,1,1,6,1992,3,15,1,7,3,2,1,5,1,5,0,0,0,0,0,0,0,0,0,0,2,2,6,1,1,5,1,6,1,2,1992,12,25,170,169,12,12,1,2,181,5,1,1,0,3,1,4,4,1,2,1,2,2,2,2,3,1,2,1,6,3,1,2,2,2,2,2,2,2,2,2,2,2,9,800,1992,0,-5.034723,1,0,0,3,1,0,1,0,405,THI,1992,0.006508,9,0,2,2,3,27,2,1,2,4,2,1,0,0,0,0,0.006249,0,9,283,2900000,88280.74,779,7913,57294,11.38828,Thailand,THA,TH,1.00E+11,25.3709,-5.075334,14.88022,0,1,4,1992,11.45367,2.637063,0.083045,1913,1,0,0,0,0,0,0,,0.006249,0.056241,36,0
9,0,0,ICB2,880,775,3,14,SLEE,PING,DOG,HIL,L,,1992,3,18,800,1,800,2,1,1,1,8,1992,3,99,9999,7,3,2,1,5,1,5,0,0,0,0,0,0,0,0,0,0,2,2,6,1,1,5,2,4,1,2,1992,12,25,166,165,12,12,1,2,181,5,1,1,0,3,1,-4,-4,1,2,5,2,4,2,2,3,1,1,1,6,2,1,2,2,2,2,2,2,2,2,2,2,2,9,775,1992,0,-5.450769,1,0,0,2,1,0,0,0,405,MYA,1992,0.004293,-7,0,2,2,0,-14,2,1,2,-4,2,0,0,0,0,1,0.004301,0,-7,286,356150,16311.05,15,6551,42333,9.699598,Myanmar,MMR,MM,,,-5.448908,12.78311,0,0,-4,1992,11.45367,2.637063,0.083045,1948,1,0,0,0,0,0,0,,0,-0.030107,28,0
2,0,0,ICB2,881,645,8,18,IRAQ,NO-,FLY,ZONE,,,1992,8,18,997,1,997,4,2,1,1,2,1992,8,26,7,1,1,1,8,3,8,3,0,0,0,0,0,0,0,0,0,0,6,3,4,2,5,3,4,7,3,1,1992,9,8,22,15,15,15,1,5,181,5,2,2,32,1,1,-14,-14,1,5,4,2,2,2,1,3,1,2,2,6,2,1,2,2,2,2,2,2,2,2,2,2,2,3,645,1992,0,-5.089029,0,1,0,2,0,0,0,0,406,IRQ,1992,0.006164,-9,0,2,2,0,-18,2,1,2,-14,2,0,0,0,0,1,0.005982,0,-9,407,2500000,33909,0,14016,18898,10.43144,Iraq,IRQ,IQ,1.60E+10,23.5137,-5.119,14.7318,1,0,-14,1992,11.45367,2.637063,0.083045,1931,1,0,0,0,0,0,0,0,0,-0.053838,126,0
2,0,0,ICB2,882,372,9,25,GEOR,GIA/,ABKH,AZIA,,,1992,9,25,365,1,365,4,2,1,1,8,1992,11,2,38,7,3,3,1,4,6,3,0,0,0,0,0,0,0,0,0,0,5,4,2,1,1,5,2,1,3,1,1993,10,8,380,242,9,9,1,2,181,5,1,2,36,3,1,-19,-19,1,4,7,1,2,1,3,3,1,2,1,6,3,1,4,4,4,4,4,4,4,4,4,4,4,3,372,1992,0,-6.897805,1,0,0,3,1,1,0,0,407,GRG,1992,0.00101,4,0,,,0,12,4,1,4,-19,,1,0,0,0,0,0.001083,0,4,25,850000,23069.33,529,1886,5455,10.04626,Georgia,GEO,GE,5.20E+09,22.37522,-6.82802,13.65299,1,0,-19,1992,11.45367,2.637063,0.083045,1992,1,0,0,0,0,0,0,,0,0.004332,-76,0
5,0,0,ICB2,883,731,3,66,N. K,OREA,NUC,LEAR,CR 1,,1993,3,66,996,1,2,4,1,1,1,3,1993,3,12,12,1,1,1,3,1,1,6,0,0,0,0,0,0,0,0,0,0,4,11,4,0,0,0,2,1,1,1,1994,10,21,600,588,11,11,1,6,186,5,1,2,34,1,1,-12,-12,1,6,5,1,2,3,1,3,1,1,2,6,4,1,2,2,2,2,2,2,2,2,2,2,2,4,731,1993,0,-4.291821,0,1,0,4,0,0,0,0,408,PRK,1993,0.01368,-9,1,2,2,0,-36,2,1,2,-12,2,1,0,0,0,0,0.013106,0,-9,1100,5300000,96728.71,8100,7640,21375,11.47967,"Korea, Dem. Rep.",PRK,KP,,,-4.334685,15.48322,1,0,-12,1993,12.59823,3.07574,0.1318724,1947,1,0,0,0,0,0,0,0,0,-0.117954,108,0
2,0,0,ICB2,884,732,3,66,N. K,OREA,NUC,LEAR,CR 1,,1993,3,12,731,1,731,2,2,1,1,4,1993,6,14,95,1,1,1,3,3,1,5,0,0,0,0,0,0,0,0,0,0,4,11,2,0,0,0,2,12,1,1,1994,10,21,589,495,11,11,1,6,186,5,1,2,34,1,1,3,3,1,6,5,1,1,3,3,3,1,2,2,6,5,1,2,2,2,2,2,1,2,2,2,2,2,4,732,1993,0,-3.774045,0,1,0,5,0,0,0,0,408,ROK,1993,0.022959,6,1,2,2,0,30,2,1,2,3,2,1,1,0,0,0,0.024487,0,6,750,1.19E+07,447271,33026,32438,44195,13.01092,"Korea, Rep.",KOR,KR,4.70E+11,26.86959,-3.709613,16.29457,1,1,3,1993,12.59823,3.07574,0.1318724,1946,1,0,0,0,0,0,0,0,0.024487,0.146922,18,0
2,0,0,ICB2,885,2,3,66,N. K,OREA,NUC,LEAR,CR 1,,1993,3,12,731,1,731,1,2,1,1,4,1993,6,14,95,1,1,1,9,8,1,5,0,0,0,0,0,0,0,0,0,0,4,11,2,0,0,0,2,1,1,1,1994,10,21,589,495,41,11,4,6,186,5,1,2,34,1,1,12,12,1,6,2,3,1,3,4,3,4,4,2,6,4,5,2,2,2,2,2,2,2,2,2,2,2,4,2,1993,1,-1.854412,0,1,0,4,0,0,1,0,408,USA,1993,0.156545,10,1,2,2,4,40,2,1,2,12,2,1,0,0,0,0,0.15271,1,10,1810,2.98E+08,4430624,88793,66072,258132,15.30405,United States,USA,US,8.70E+12,29.80005,-1.879215,19.51126,1,1,12,1993,12.59823,3.07574,0.1318724,1907,1,0,0,1,0,0,1,0,0.15271,1.5271,120,0
9,0,1,ICB2,886,666,7,10,OPTN,. AC,COUN,TABI,LITY,,1993,7,10,996,1,652,1,3,1,1,9,1993,7,27,17,7,3,2,3,1,1,5,0,0,0,0,0,0,0,0,0,0,6,6,4,2,2,6,2,3,1,1,1993,7,31,21,4,15,15,1,4,186,5,1,2,23,2,1,10,10,1,2,5,1,1,3,3,3,3,3,1,6,1,1,2,2,2,2,2,2,2,2,2,2,2,4,666,1993,0,-5.588135,1,0,0,1,1,0,1,0,409,ISR,1993,0.003742,9,0,2,2,1,9,2,1,2,10,2,0,0,0,1,1,0.00385,0,9,181,7296000,53980.04,160,2383,5261,10.89637,Israel,ISR,IL,7.60E+10,25.04791,-5.559682,15.80284,1,1,10,1993,12.59823,3.07574,0.1318724,1948,1,1,0,0,0,2,0,2,0.00385,0.03465,90,1
9,1,0,ICB2,887,660,7,10,OPTN,. AC,COUN,TABI,LITY,,1993,7,25,666,1,666,3,1,1,1,2,1993,7,30,5,3,1,1,3,3,1,5,0,0,0,0,0,0,0,0,0,0,6,7,2,1,1,5,1,10,1,1,1993,7,31,7,1,15,15,1,5,186,5,1,2,23,2,1,-10,-10,1,2,4,1,1,2,1,3,1,1,1,6,3,1,3,2,2,2,2,2,2,2,3,2,2,4,660,1993,0,-7.573287,1,0,0,3,0,0,,0,409,LEB,1993,0.000514,,0,2,3,,,2,1,2,-10,2,1,0,0,0,0,0.000514,0,,37,275000,850.7701,0,826,2806,6.746142,Lebanon,LBN,LB,1.40E+10,23.36743,-7.573287,12.52453,1,,-10,1993,12.59823,3.07574,0.1318724,1949,1,0,0,1,0,0,1,0,,,,0
