triggr,aptrig,airpower,icb2,cracno,cracid,systrgmo,systrgda,cluster1,cluster2,cluster3,cluster4,cluster5,cluster6,yrtrig,motrig,datrig,trigent,trigloc,southv,southpow,sizedu,strcdu,comlev,majres,yerres,monres,dayres,trgresra,crismg,cenvio,sevvio,usinv,usfavr,suinv,sufavr,gbinv,gbfavr,frinv,frfavr,itinv,itfavr,grinv,grfavr,jpinv,jpfavr,globorg,globact,globfavr,regorg,regact,rofavr,outcom,outfor,outevl,outesr,yrterm,moterm,daterm,trgterra,resterra,actloc,geog,cractloc,noactr,stainsys,period,syslev,pc,pcid,viol,iwc,powdis,powscore,gpinv,powinv,age,territ,regime,durreg,allycap,globmemb,nucler,powsta,issue,chissu,gravty,pethin,col,unemp,inflat,foodpr,labstr,short,econdt,regrep,socunr,massvl,gvinst,sourdt,ccode,year,majpow,logcap,milissue,polissue,econissue,gravty2,violence,violence2,democ,jointdem,crisno,actor,systrgyr,cap,polity2,majpowinv,instability,unrest,demgravity,polgravity,massviol,coldwar,unem2,powerdistr,econstatus,higravty,higravty2,othrfrce,logravty2,logravty3,cap2a,majpow2a,polity2a,milper,milex,energy,irst,upop,tpop,logengy,countryname,countrycode,iso2code,WBgdp,loggdp,logcap2a,logmilex,protrac,dem6,powscore2,time1,time2,time3,time4,airforce,airpossible,outcome,sanct,sanctongoing,econpress,sanctout,anysanct,sanctout2,capdem,cappol,powpol,out2
9,0,0,ICB2,231,325,10,23,EL A,LAME,IN,,,,1942,10,23,200,1,200,3,1,1,2,8,1942,11,3,11,8,4,4,8,3,1,5,8,3,8,1,9,8,8,1,1,5,2,2,6,0,0,0,4,7,3,1,1943,5,13,202,192,35,21,1,6,53,2,2,3,31,4,8,999,999,7,1,3,2,2,2,3,4,1,3,1,6,4,0,9,9,9,9,2,1,9,2,2,2,2,1,325,1942,1,-3.346226,1,0,0,4,1,1,0,0,90,ITA,1942,0.035217,-9,1,2,2,0,-36,2,0,,,,1,0,1,0,0,0.035217,1,-9,3750,493476,15057,1934,8574,45100,9.619598,,,,,,-3.346226,13.10923,1,0,,1942,0,0,0,1884,1,2,0,0,0,3,0,3,0,-0.316953,,2
9,1,0,ICB2,232,325,7,9,FALL,OF,ITAL,Y,,,1943,7,9,997,1,200,3,3,1,1,3,1943,7,24,16,7,3,4,8,1,1,5,8,1,1,5,9,8,8,3,1,5,2,2,6,0,0,0,4,7,1,2,1943,9,8,62,46,35,35,1,4,52,2,2,3,31,4,7,999,999,5,1,3,2,2,2,3,4,1,3,1,6,6,0,9,9,9,1,9,1,1,2,1,2,1,2,325,1943,1,-3.819854,1,0,0,6,1,1,0,0,91,ITA,1943,0.021931,0,1,1,1,0,0,2,0,,,1,1,1,1,0,0,0.021931,1,0,1702,412981,3388,1727,8682,44830,8.127995,,,,,,-3.819854,12.93116,1,0,,1943,0,0,0,1884,1,2,0,0,0,3,0,3,0,0,,2
2,0,0,ICB2,233,255,7,9,FALL,OF,ITAL,Y,,,1943,7,25,325,1,200,3,1,1,4,6,1943,7,26,2,8,4,4,8,3,1,5,8,3,1,5,8,3,9,8,1,5,2,2,6,0,0,0,2,4,2,2,1943,9,11,49,48,32,35,3,4,52,2,2,3,31,4,5,999,999,7,1,3,2,2,2,4,4,1,3,1,6,5,0,9,3,9,9,2,1,2,1,2,2,2,2,255,1943,1,-1.873417,1,0,0,5,1,1,0,0,91,GMY,1943,0.153598,-9,1,2,2,0,-45,2,0,3,,2,1,1,1,0,0,0.153598,1,-9,6957,4.48E+07,273895,20758,25412,90784,12.5205,,,,,,-1.873417,17.61772,1,0,,1943,0,0,0,1916,1,2,0,0,0,3,0,3,0,-1.382382,,2
7,0,0,ICB2,234,310,3,13,GERM,AN O,CCUP,.-HU,NGAR,Y,1944,3,13,255,1,255,3,3,1,1,3,1944,3,18,6,6,1,1,3,2,8,3,1,5,1,5,1,5,8,3,1,5,2,2,6,0,0,0,4,7,3,1,1944,3,19,7,2,32,31,1,4,58,2,2,3,31,1,10,999,999,5,1,3,1,2,2,9,4,1,1,1,6,6,0,1,3,1,1,9,1,1,1,1,2,2,3,310,1944,0,-5.393507,1,0,0,6,0,0,,0,92,HUN,1944,0.004546,,0,2,1,,,2,0,3,,1,1,1,0,0,0,0.004546,0,,,433638,7621,694,1379,9497,8.938663,,,,,,-5.393507,12.97997,1,,,1944,0,0,0,1918,1,0,0,0,0,0,0,,,,,0
7,0,0,ICB2,235,360,3,26,SOVI,ET O,CCUP,.-E.,EUR,,1944,3,26,365,1,365,3,1,1,1,3,1944,8,23,151,7,3,4,8,3,8,1,8,3,1,5,1,5,8,3,1,5,2,2,6,0,0,0,2,9,1,1,1944,9,12,171,21,31,31,1,5,58,2,2,3,31,4,7,999,999,5,1,3,2,2,2,9,4,1,1,1,6,5,0,9,2,9,9,9,1,9,2,1,2,1,2,360,1944,0,-4.806308,1,0,0,5,1,1,0,0,93,RUM,1944,0.008178,-7,1,1,1,0,-35,2,0,2,,,1,1,1,0,0,0.008178,0,-7,975,,7880,206,1111,13700,8.972083,,,,,,-4.806308,,1,0,,1944,0,0,0,1913,1,2,0,0,0,3,0,3,0,-0.057246,,2
2,0,0,ICB2,236,255,3,26,SOVI,ET O,CCUP,.-E.,EUR,,1944,8,23,360,1,365,3,1,1,4,8,1944,8,23,1,8,4,4,8,3,8,3,8,3,1,5,1,5,9,8,1,5,2,2,6,0,0,0,4,7,3,1,1944,9,22,31,31,32,31,3,5,58,2,2,3,31,4,9,999,999,7,1,3,2,2,2,4,4,2,3,1,6,5,0,9,3,9,9,3,1,3,1,1,2,1,2,255,1944,1,-1.993535,1,0,0,5,1,1,0,0,93,GMY,1944,0.136213,-9,1,1,1,0,-45,2,0,3,,3,1,1,1,0,0,0.136213,1,-9,6128,5.07E+07,250837,18318,25412,90238,12.43256,,,,,,-1.993535,17.74215,1,0,,1944,0,0,0,1916,1,2,0,0,0,3,0,3,0,-1.225917,,2
9,1,0,ICB2,237,310,3,26,SOVI,ET O,CCUP,.-E.,EUR,,1944,9,22,365,1,365,3,1,1,1,3,1944,10,15,24,7,3,4,3,3,8,3,3,3,1,5,1,5,3,1,1,5,2,2,6,0,0,0,4,7,3,1,1945,2,13,146,123,32,31,1,5,58,2,2,3,31,4,7,999,999,4,1,3,1,2,2,9,4,1,1,1,6,5,0,1,3,1,1,9,1,1,1,1,1,2,3,310,1944,0,-5.393507,1,0,0,5,1,1,,0,93,HUN,1944,0.004546,,1,2,1,,,1,0,3,,1,1,1,1,0,0,0.004546,0,,,433638,7621,694,1379,9497,8.938663,,,,,,-5.393507,12.97997,1,,,1944,0,0,0,1918,1,2,0,0,0,3,0,3,,,,2
2,0,1,ICB2,238,255,3,26,SOVI,ET O,CCUP,.-E.,EUR,,1944,10,15,365,1,365,3,1,1,1,3,1944,10,16,2,7,3,4,3,3,8,3,3,3,1,5,1,5,9,8,1,5,2,2,6,0,0,0,4,7,3,2,1945,2,13,122,121,32,31,2,5,58,2,2,3,31,4,2,999,999,7,1,3,2,2,2,4,4,2,3,1,6,5,0,9,3,9,9,3,1,3,1,1,1,1,3,255,1944,1,-1.993535,1,0,0,5,1,1,0,0,93,GMY,1944,0.136213,-9,1,1,1,0,-45,1,0,3,,3,1,1,1,0,0,0.136213,1,-9,6128,5.07E+07,250837,18318,25412,90238,12.43256,,,,,,-1.993535,17.74215,1,0,,1944,0,0,0,1916,1,3,0,0,0,3,0,3,0,-1.225917,,2
9,1,1,ICB2,239,255,6,6,D DA,Y,,,,,1944,6,6,997,1,2,3,1,1,1,8,1944,6,6,1,8,4,4,8,3,8,3,8,3,8,3,3,2,9,8,1,5,2,2,6,0,0,0,4,7,3,2,1945,5,7,336,336,32,32,1,8,58,2,2,3,31,4,7,999,999,7,1,3,2,2,2,4,4,2,3,1,6,6,0,2,2,2,2,2,1,2,1,2,2,2,1,255,1944,1,-1.993535,1,0,0,6,1,1,0,0,94,GMY,1944,0.136213,-9,1,2,2,0,-54,2,0,2,,2,1,1,1,0,0,0.136213,1,-9,6128,5.07E+07,250837,18318,25412,90238,12.43256,,,,,,-1.993535,17.74215,1,0,,1944,0,0,0,1916,1,3,0,0,0,3,0,3,0,-1.225917,,2
4,0,0,ICB2,240,740,7,9,FALL,OF,SAIP,AN,,,1944,7,9,2,1,2,3,1,1,8,3,1944,7,13,5,1,1,1,8,3,1,4,1,4,1,5,1,5,1,5,9,8,2,2,6,0,0,0,4,4,3,1,1944,7,18,10,6,11,11,1,2,58,2,2,3,31,1,8,999,999,7,1,1,2,4,3,4,4,1,3,1,6,5,0,1,9,1,1,2,1,1,1,2,2,1,1,740,1944,1,-2.701884,1,0,0,5,0,0,0,0,95,JPN,1944,0.067079,1,1,1,2,0,5,2,0,,,1,1,1,0,0,0,0.067079,1,1,4325,1.72E+07,61792,5914,21842,74433,11.03153,,,,,,-2.701884,16.66201,1,0,,1944,0,0,0,1919,1,0,0,0,0,0,0,0,0,0.067079,,0
3,0,0,ICB2,241,630,9,26,IRAN,#NAME?,CON,CESS,IONS,,1944,9,26,365,1,365,3,9,1,2,3,1944,10,16,21,5,1,1,3,3,7,3,3,3,1,5,1,5,1,5,1,5,2,2,6,0,0,0,1,6,2,1,1944,12,9,74,53,15,15,1,4,58,2,1,2,29,1,1,999,999,4,1,1,3,2,3,3,2,1,2,3,2,0,0,2,9,2,2,9,1,2,1,1,2,1,2,630,1944,0,-5.649294,0,0,1,0,0,0,0,0,96,IRN,1944,0.00352,-1,0,1,1,0,0,2,0,,,2,0,0,0,1,1,0.00352,0,-1,86,30822,4408,0,1650,15024,8.391176,,,,,,-5.649294,10.33598,1,0,,1944,0,0,0,1920,1,0,0,0,1,0,0,1,0,-0.00352,,0
9,1,1,ICB2,242,740,10,20,LEYT,E CA,MPAI,GN,,,1944,10,20,2,1,2,3,3,3,4,8,1944,10,24,5,8,3,4,8,3,1,5,8,3,1,5,1,5,3,3,9,8,2,2,6,0,0,0,4,7,3,1,1944,12,26,70,65,11,12,3,4,58,2,2,3,31,4,7,999,999,7,1,1,2,4,2,4,4,1,3,1,6,5,0,1,2,1,1,2,1,1,2,2,2,1,1,740,1944,1,-2.701884,1,0,0,5,1,1,0,0,97,JPN,1944,0.067079,1,1,1,2,0,5,2,0,2,,1,1,1,1,0,0,0.067079,1,1,4325,1.72E+07,61792,5914,21842,74433,11.03153,,,,,,-2.701884,16.66201,1,0,,1944,0,0,0,1919,1,3,0,0,0,3,0,3,0,0.067079,,2
8,0,1,ICB2,243,200,12,3,GREE,K CI,VIL,WAR,I,,1944,12,3,996,1,365,3,1,1,2,8,1944,12,4,2,7,3,3,1,6,1,4,9,8,1,5,1,5,1,5,1,5,2,2,6,0,0,0,1,14,2,1,1945,1,15,44,43,33,35,3,2,58,2,2,1,0,3,1,999,999,6,1,1,2,1,3,4,2,1,3,2,6,4,0,2,2,2,2,2,2,2,2,2,2,2,1,200,1944,1,-2.486099,0,1,0,4,1,1,1,0,98,UKG,1944,0.083234,10,1,2,2,4,40,2,0,2,,2,1,0,0,0,0,0.083234,1,10,4900,1.63E+07,228152,12337,18687,49016,12.33777,,,,,,-2.486099,16.60387,0,1,,1944,0,0,0,1918,1,1,0,0,0,2,0,2,0.083234,0.83234,,1
9,1,0,ICB2,244,740,1,9,LUZO,N,,,,,1945,1,9,2,1,2,3,3,3,4,8,1945,1,9,1,8,4,4,8,3,1,5,8,3,1,5,1,5,1,5,9,8,2,2,6,0,0,0,4,7,3,1,1945,3,3,54,54,11,12,3,4,64,2,2,3,31,4,7,999,999,7,1,1,2,4,2,4,4,1,3,1,6,5,0,1,2,1,1,2,1,1,2,2,2,2,1,740,1945,1,-2.939806,1,0,0,5,1,1,,0,99,JPN,1945,0.052876,,1,2,2,,,2,0,2,,1,1,1,1,0,0,0.052876,1,,6095,4002481,34266,2082,22004,72147,10.44191,,,,,,-2.939806,15.20243,1,,,1945,0,0,0,1919,1,2,0,0,0,3,0,3,,,,2
9,1,1,ICB2,245,255,1,11,FINA,L SO,VIET,OFF,ENS.,,1945,1,11,365,1,365,3,1,1,1,8,1945,1,11,1,8,4,4,7,3,8,3,3,3,3,3,1,5,9,8,1,5,2,2,6,0,0,0,4,7,3,2,1945,5,7,117,117,32,32,1,5,64,2,2,3,31,4,7,999,999,7,1,3,2,2,2,4,4,2,3,1,6,6,0,2,2,2,9,2,1,2,1,2,2,2,1,255,1945,1,-2.527267,1,0,0,6,1,1,,0,100,GMY,1945,0.079877,,1,2,2,,,2,0,2,,2,1,1,1,0,0,0.079877,1,,5300,1.06E+07,133062,10000,23627,89697,11.79857,,,,,,-2.527267,16.18088,1,,,1945,0,0,0,1916,1,3,0,0,0,3,0,3,,,,2
9,1,0,ICB2,246,740,2,19,IWO,JIMA,,,,,1945,2,19,2,1,2,3,3,3,8,8,1945,3,8,18,8,4,4,8,3,1,6,8,3,1,5,1,5,1,5,9,8,2,2,6,0,0,0,4,7,3,1,1945,3,16,26,9,11,11,1,3,64,2,2,3,31,4,7,999,999,7,1,1,2,4,2,4,4,1,3,1,6,5,0,1,2,1,1,2,1,1,2,2,2,2,1,740,1945,1,-2.939806,1,0,0,5,1,1,,0,101,JPN,1945,0.052876,,1,2,2,,,2,0,2,,1,1,1,1,0,0,0.052876,1,,6095,4002481,34266,2082,22004,72147,10.44191,,,,,,-2.939806,15.20243,1,,,1945,0,0,0,1919,1,2,0,0,0,3,0,3,,,,2
8,0,0,ICB2,247,365,2,24,COMM,UNIS,M IN,ROM,ANIA,,1945,2,24,360,1,360,1,1,1,3,3,1945,2,27,4,6,1,1,3,3,9,8,1,4,1,5,1,5,1,4,1,5,2,2,6,0,0,0,1,6,2,2,1945,3,6,11,8,30,31,2,3,64,2,1,1,0,1,1,999,999,6,1,1,3,2,2,4,2,1,3,2,6,4,0,9,9,9,9,9,9,9,2,2,2,2,2,365,1945,1,-2.135318,0,1,0,4,0,0,0,0,102,RUS,1945,0.118207,-9,1,2,2,0,-36,2,0,,,,1,0,0,0,0,0.118207,1,-9,12500,8589076,151257,12252,29189,177300,11.92674,,,,,,-2.135318,15.966,0,0,,1945,0,0,0,1912,1,0,0,0,0,0,0,,0,-1.063863,,0
2,0,0,ICB2,248,360,2,24,COMM,UNIS,M IN,ROM,ANIA,,1945,2,28,365,1,365,3,1,1,1,3,1945,3,1,2,1,1,1,3,2,7,3,1,6,1,5,1,5,1,5,1,5,2,2,6,0,0,0,4,7,3,2,1945,3,6,8,7,31,31,1,2,64,2,1,1,0,2,1,999,999,4,1,3,2,2,1,3,2,1,1,2,6,2,0,1,9,9,1,1,2,1,2,1,2,1,2,360,1945,0,-5.470055,0,1,0,2,0,0,0,0,102,RUM,1945,0.004211,-7,1,1,1,0,-14,2,0,,,1,0,0,0,0,1,0.004211,0,-7,119,,9637,118,1112,13680,9.173366,,,,,,-5.470055,,0,0,,1945,0,0,0,1913,1,0,0,0,0,0,0,0,0,-0.029477,,0
9,1,1,ICB2,249,740,4,1,OKIN,AWA,,,,,1945,4,1,2,1,2,3,3,3,2,3,1945,4,7,7,8,4,4,8,3,3,3,8,3,1,5,1,5,1,5,9,8,2,2,6,0,0,0,4,7,3,1,1945,6,21,82,76,11,11,1,4,64,2,2,3,31,4,7,999,999,7,1,1,2,4,2,4,4,1,3,1,6,5,0,1,2,1,1,2,1,1,2,2,2,2,1,740,1945,1,-2.939806,1,0,0,5,1,1,,0,103,JPN,1945,0.052876,,1,2,2,,,2,0,2,,1,1,1,1,0,0,0.052876,1,,6095,4002481,34266,2082,22004,72147,10.44191,,,,,,-2.939806,15.20243,1,,,1945,0,0,0,1919,1,3,0,0,0,3,0,3,,,,2
7,0,0,ICB2,250,200,5,1,TRIE,STE,I,,,,1945,5,1,345,1,345,2,1,1,2,6,1945,5,21,21,4,1,1,8,1,1,4,9,8,1,5,3,2,1,5,1,5,2,2,6,0,0,0,1,6,2,2,1945,6,9,40,20,33,35,3,4,64,2,2,1,0,1,1,999,999,7,1,1,2,1,3,4,2,1,3,1,6,4,0,2,2,2,2,2,2,2,2,2,2,2,1,200,1945,1,-2.430532,1,0,0,4,0,0,1,0,104,UKG,1945,0.08799,10,1,2,2,4,40,2,0,2,,2,1,0,0,0,0,0.08799,1,10,5090,1.70E+07,210425,12014,18705,49182,12.25688,,,,,,-2.430532,16.64884,0,1,,1945,0,0,0,1918,1,0,0,0,0,0,0,0,0.08799,0.8799,,0
7,0,0,ICB2,251,2,5,1,TRIE,STE,I,,,,1945,5,2,345,1,345,2,1,1,1,6,1945,5,21,12,4,1,1,9,8,1,4,8,1,1,5,3,2,1,5,1,5,2,2,6,0,0,0,1,6,2,2,1945,6,9,31,20,41,35,4,4,64,2,2,1,0,1,1,999,999,7,1,2,3,1,3,4,2,2,3,1,6,4,0,2,2,2,2,2,2,2,2,2,2,2,1,2,1945,1,-0.957467,1,0,0,4,0,0,1,0,104,USA,1945,0.383864,10,1,2,2,4,40,2,0,2,,2,1,0,0,0,0,0.383864,1,10,12123,9.00E+07,1219068,72304,39100,139928,14.0136,,,,,,-0.957467,18.31532,0,1,,1945,0,0,0,1907,1,0,0,0,0,0,0,0,0.383864,3.83864,,0
7,0,0,ICB2,252,345,5,1,TRIE,STE,I,,,,1945,5,2,997,1,2,4,1,3,1,3,1945,5,19,18,1,1,1,8,3,1,6,8,3,1,5,3,3,1,5,1,5,2,2,6,0,0,0,4,7,3,1,1945,6,11,41,24,35,35,1,4,64,2,2,2,19,1,1,999,999,5,1,3,2,2,1,1,2,1,2,1,6,3,0,4,4,4,4,4,4,4,4,4,4,4,1,345,1945,0,-5.738374,1,0,0,3,0,0,0,0,104,YUG,1945,0.00322,-7,1,,,0,-21,4,0,4,,,1,0,0,0,0,0.00322,0,-7,156,284155,2006,67,853,14840,7.603898,,,,,,-5.738374,12.55727,1,0,,1945,0,0,0,1918,1,0,0,0,0,0,0,0,0,-0.02254,,0
7,0,0,ICB2,253,652,5,17,FREN,CH F,ORCE,S/SY,RIA,,1945,5,17,220,1,220,3,1,1,1,8,1945,5,28,11,8,4,3,3,1,3,3,7,1,8,3,1,5,1,5,1,5,2,2,6,0,0,0,1,6,2,2,1945,6,3,18,8,15,15,1,5,64,2,1,1,0,3,1,999,999,5,1,4,2,2,1,3,4,1,1,2,1,5,0,9,9,9,1,9,9,9,2,1,2,2,1,652,1945,,,0,1,0,5,1,1,,0,105,SYR,1945,,,1,2,1,,,2,0,,,,1,1,0,0,0,,,,,,,,,,,,,,,,,,0,,,1945,0,0,0,1948,0,0,0,0,0,0,0,,,,,0
9,0,1,ICB2,254,220,5,17,FREN,CH F,ORCE,S/SY,RIA,,1945,5,28,652,1,200,3,1,1,1,8,1945,5,28,1,8,4,3,3,1,3,3,7,1,8,3,1,5,1,5,1,5,2,2,6,0,0,0,4,7,2,2,1945,6,3,6,6,33,15,4,5,64,2,1,3,31,3,1,999,999,5,1,1,2,5,1,2,4,1,1,2,1,5,0,4,4,4,4,4,4,4,4,2,2,2,1,220,1945,1,-4.020444,0,1,0,5,1,1,,0,105,FRN,1945,0.017945,4,1,2,2,,20,2,0,4,,,1,1,0,0,0,0.017945,1,4,578,1230509,45663,1661,6551,39700,10.72904,,,,,,-4.020444,14.02294,1,0,,1945,0,0,0,1909,1,1,0,0,0,2,0,2,0,0.07178,,1
2,0,0,ICB2,255,640,6,7,KARS,#NAME?,AHAN,,,,1945,6,7,365,1,365,3,2,1,1,3,1945,7,2,26,1,1,1,7,1,7,3,3,1,1,5,1,5,1,5,1,5,2,2,6,1,1,5,3,5,2,1,1946,4,5,303,278,15,15,1,4,64,3,2,1,0,1,1,-14,-14,1,5,1,2,2,2,1,1,1,2,1,6,3,1,1,9,1,1,9,9,1,1,1,2,1,1,640,1945,0,-5.23253,1,0,0,3,0,0,0,0,106,TUR,1945,0.00534,-7,0,1,1,0,-21,2,0,,-14,1,1,0,0,0,0,0.00534,0,-7,514,396678,2762,64,1386,18729,7.92371,,,,,,-5.23253,12.89088,0,0,-14,1945,0,0,0,1944,1,0,0,0,0,0,0,0,0,-0.03738,98,0
9,1,0,ICB2,256,740,8,6,HIRO,SHIM,A-NA,GASA,KI,,1945,8,6,2,1,2,3,3,3,1,3,1945,8,9,3,1,1,1,8,3,8,3,8,3,9,8,1,5,1,5,9,8,2,2,6,0,0,0,4,7,3,2,1945,9,2,28,24,11,11,1,5,64,2,2,3,31,4,6,999,999,7,1,1,2,4,2,4,2,1,3,1,6,6,0,1,2,1,1,2,1,1,2,2,2,1,1,740,1945,1,-2.939806,1,0,0,6,0,0,,0,107,JPN,1945,0.052876,,1,1,2,,,2,0,2,,1,1,1,1,0,0,0.052876,1,,6095,4002481,34266,2082,22004,72147,10.44191,,,,,,-2.939806,15.20243,1,,,1945,0,0,0,1919,1,2,0,0,0,3,0,3,,,,2
6,0,0,ICB2,257,630,8,23,AZER,BAIJ,AN,,,,1945,8,23,996,2,365,4,9,1,2,6,1945,11,17,87,6,1,1,3,1,8,3,0,0,0,0,0,0,0,0,0,0,6,7,2,1,1,5,1,1,2,2,1946,5,9,260,173,15,15,1,4,64,3,2,2,29,1,1,28,28,1,4,1,3,2,3,2,1,1,1,1,6,3,1,3,9,3,3,1,1,1,1,1,2,1,2,630,1945,0,-5.70779,1,0,0,3,0,0,0,0,108,IRN,1945,0.00332,-1,1,1,1,0,-3,2,0,,28,1,1,0,0,0,0,0.00332,0,-1,90,30822,2452,0,1749,15215,7.804659,,,,,,-5.70779,10.33598,1,0,28,1945,0,0,0,1920,1,0,0,0,0,0,0,,0,-0.00332,-28,0
7,0,0,ICB2,258,200,8,23,AZER,BAIJ,AN,,,,1945,11,16,996,1,365,4,9,9,2,3,1946,1,25,71,1,1,1,3,1,8,3,0,0,0,0,0,0,0,0,0,0,6,7,2,1,1,9,1,10,2,2,1946,5,9,176,106,33,15,4,4,64,3,2,2,27,1,1,28,28,1,4,1,2,1,3,4,1,2,3,2,6,4,2,2,1,2,2,9,1,1,2,2,2,2,2,200,1945,1,-2.430532,0,1,0,4,0,0,1,0,108,UKG,1945,0.08799,10,1,2,2,4,40,2,0,1,28,1,1,0,0,0,0,0.08799,1,10,5090,1.70E+07,210425,12014,18705,49182,12.25688,,,,,,-2.430532,16.64884,1,1,28,1945,0,0,0,1918,1,0,0,0,0,0,0,0,0.08799,0.8799,280,0
7,0,0,ICB2,259,2,8,23,AZER,BAIJ,AN,,,,1946,3,4,365,1,365,4,1,1,3,3,1946,3,7,4,1,1,1,9,8,8,3,0,0,0,0,0,0,0,0,0,0,6,7,2,1,1,9,1,10,2,2,1946,5,9,68,65,41,15,4,4,66,3,2,2,27,1,1,28,28,1,7,2,3,1,3,4,1,3,4,2,6,4,6,1,2,1,1,1,1,1,2,2,2,2,1,2,1945,1,-0.957467,0,1,0,4,0,0,1,0,108,USA,1945,0.383864,10,1,2,2,4,40,2,0,2,28,1,1,0,0,0,0,0.383864,1,10,12123,9.00E+07,1219068,72304,39100,139928,14.0136,,,,,,-0.957467,18.31532,1,1,28,1945,0,0,0,1907,1,0,0,0,0,0,0,0,0.383864,3.83864,280,0
2,0,0,ICB2,260,365,8,23,AZER,BAIJ,AN,,,,1946,3,9,2,1,2,4,9,9,2,3,1946,3,24,16,6,1,1,3,3,9,8,0,0,0,0,0,0,0,0,0,0,6,6,4,1,1,9,4,1,3,2,1946,5,9,62,47,30,15,2,4,66,3,2,2,27,1,1,-28,-28,1,6,1,3,2,3,4,1,2,4,2,6,4,6,1,3,1,1,9,1,1,2,2,2,2,2,365,1945,1,-2.135318,0,1,0,4,0,0,0,0,108,RUS,1945,0.118207,-9,1,2,2,0,-36,2,0,3,-28,1,1,0,0,0,0,0.118207,1,-9,12500,8589076,151257,12252,29189,177300,11.92674,,,,,,-2.135318,15.966,1,0,-28,1945,0,0,0,1912,1,0,0,0,0,0,0,,0,-1.063863,252,0
2,0,0,ICB2,261,210,9,29,INDO,NESI,AN I,NDEP,.,,1945,9,29,997,1,850,1,3,1,2,3,1945,10,1,3,7,3,3,1,5,3,3,0,0,0,0,0,0,0,0,0,0,6,3,2,2,6,3,2,1,4,1,1947,3,25,544,542,33,12,1,3,64,3,1,2,14,4,1,0,0,1,2,1,1,1,3,2,1,1,2,2,6,4,2,2,1,9,2,9,9,2,2,2,2,2,2,210,1945,0,-5.550632,0,1,0,4,1,1,1,0,109,NTH,1945,0.003885,10,0,2,2,4,40,2,0,1,0,2,1,0,1,0,0,0.003885,0,10,87,193451,5391,118,2604,9260,8.592486,,,,,,-5.550632,12.17278,1,1,0,1945,0,0,0,1913,1,2,0,0,0,3,0,3,0.003885,0.03885,0,2
7,0,0,ICB2,262,850,9,29,INDO,NESI,AN I,NDEP,.,,1945,10,2,210,1,210,2,9,9,2,8,1945,10,13,12,7,3,3,1,5,3,1,0,0,0,0,0,0,0,0,0,0,6,3,4,2,6,1,2,1,4,1,1947,3,25,539,528,12,12,1,3,64,3,1,2,14,4,1,0,0,1,2,5,3,1,1,1,4,1,1,1,6,6,1,4,4,4,4,4,4,4,4,4,4,4,2,850,1945,,,1,0,0,6,1,1,,0,109,INS,1945,,,0,,,,,4,0,4,0,,1,1,1,0,0,,,,,,,,,,,,,,,,,,1,,0,1945,0,0,0,1946,0,2,0,0,0,3,0,3,,,,2
4,0,0,ICB2,263,365,6,30,COMM,UNIS,M IN,POL,AND,,1946,6,30,290,1,2,4,1,1,1,3,1946,8,28,60,5,1,1,3,3,9,8,0,0,0,0,0,0,0,0,0,0,2,2,5,1,1,5,1,14,2,2,1947,1,19,204,145,30,31,2,4,66,3,2,2,21,1,1,13,13,1,6,1,3,2,2,4,3,2,4,2,6,4,4,9,9,9,9,9,2,9,2,2,2,2,2,365,1946,1,-2.09931,0,1,0,4,0,0,0,0,110,RUS,1946,0.122541,-9,1,2,2,0,-36,2,0,,13,,1,0,0,0,0,0.122541,1,-9,2500,8764724,179782,13346,28110,174000,12.0995,,,,,,-2.09931,15.98625,1,0,13,1946,0,0,0,1912,1,0,0,0,1,0,0,1,0,-1.102869,-117,0
2,0,0,ICB2,264,640,8,7,TURK,ISH,STRA,ITS,,,1946,8,7,365,1,365,4,9,9,2,3,1946,8,22,15,1,1,1,7,1,3,3,0,0,0,0,0,0,0,0,0,0,2,2,6,1,1,5,1,6,2,1,1946,10,26,78,64,15,15,1,4,66,3,2,2,27,1,1,10,10,1,4,1,2,2,2,1,3,1,2,1,6,3,1,2,9,2,2,2,1,2,1,2,2,1,1,640,1946,0,-4.471164,1,0,0,3,0,0,1,1,111,TUR,1946,0.011434,7,1,1,2,3,21,2,0,,10,2,1,0,0,0,0,0.011434,0,7,689,278779,2747,80,1435,19074,7.918265,,,,,,-4.471164,12.53817,1,1,10,1946,0,0,0,1944,1,0,0,0,0,0,0,0,0.011434,0.080038,70,0
2,0,0,ICB2,265,2,8,7,TURK,ISH,STRA,ITS,,,1946,8,7,365,1,365,2,2,2,4,7,1946,8,20,14,4,1,1,9,8,3,3,0,0,0,0,0,0,0,0,0,0,2,2,6,1,1,5,1,6,2,1,1946,10,26,81,68,41,15,4,5,66,3,2,2,27,1,1,10,10,1,6,2,3,1,3,4,3,3,4,1,6,4,5,1,1,1,1,1,1,1,2,2,2,2,1,2,1946,1,-1.010634,1,0,0,4,0,0,1,1,111,USA,1946,0.363988,10,1,2,2,4,40,2,0,1,10,1,1,0,0,0,0,0.363988,1,10,3030,4.51E+07,1188144,60421,39725,141389,13.9879,,,,,,-1.010634,17.62515,1,1,10,1946,0,0,0,1907,1,0,0,0,0,0,0,0,0.363988,3.63988,100,0
