row_operation,level_1,level_2,level_3,level_4,level_5,level_6,level_7,level_8,level_9
NA,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,2003 invasion of Iraq_Q107802,"Operation al Salam, (Peace)_",NA
NA,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,2003 invasion of Iraq_Q107802,Operation Alabama_,NA
NA,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,2003 invasion of Iraq_Q107802,Operation Alaska_,NA
NA,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,2003 invasion of Iraq_Q107802,Operation All American Tiger_,NA
NA,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,2003 invasion of Iraq_Q107802,Operation Aloha_,NA
NA,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,2003 invasion of Iraq_Q107802,Operation Ameliyet_,NA
NA,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,2003 invasion of Iraq_Q107802,Operation Anchorage_,NA
NA,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,2003 invasion of Iraq_Q107802,Operation Arctic Sunrise_,NA
NA,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,2003 invasion of Iraq_Q107802,Operation Arizona_,NA
NA,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,2003 invasion of Iraq_Q107802,Operation Arrowhead Blizzard_,NA
NA,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,2003 invasion of Iraq_Q107802,Operation Arrowhead Strike 10_,NA
NA,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,2003 invasion of Iraq_Q107802,Operation Arrowhead Strike 9_,NA
NA,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,2003 invasion of Iraq_Q107802,Operation Arrowhead Strike III_,NA
NA,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,2003 invasion of Iraq_Q107802,Operation Arrowhead Strike VI_,NA
NA,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,2003 invasion of Iraq_Q107802,Operation Aston_,NA
NA,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,2003 invasion of Iraq_Q107802,Operation Babil Perimeter_,NA
NA,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,2003 invasion of Iraq_Q107802,Operation Backbreaker_,NA
NA,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,2003 invasion of Iraq_Q107802,Operation Balad Musalahah_,NA
NA,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,2003 invasion of Iraq_Q107802,Operation Banzeen_,NA
NA,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,2003 invasion of Iraq_Q107802,Operation Bastille_,NA
NA,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,2003 invasion of Iraq_Q107802,Operation Bastogne_,NA
NA,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,2003 invasion of Iraq_Q107802,Operation Baton Rouge_,NA
NA,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,2003 invasion of Iraq_Q107802,Operation Beach Yellow_,NA
NA,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,2003 invasion of Iraq_Q107802,Operation Bear_,NA
NA,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,2003 invasion of Iraq_Q107802,Operation Beastmaster_,NA
NA,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,2003 invasion of Iraq_Q107802,Operation Bell Hurriyah (Enjoy Freedom)_,NA
NA,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,2003 invasion of Iraq_Q107802,Operation Belleau Wood_,NA
NA,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,2003 invasion of Iraq_Q107802,Operation Bellicose Bastian_,NA
NA,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,2003 invasion of Iraq_Q107802,Operation Bethel_,NA
NA,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,2003 invasion of Iraq_Q107802,Operation Big Dig_,NA
NA,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,2003 invasion of Iraq_Q107802,Operation Black Eagle II_,NA
NA,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,2003 invasion of Iraq_Q107802,Operation Black Shark_,NA
NA,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,2003 invasion of Iraq_Q107802,Operation Black Typhoon_,NA
NA,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,2003 invasion of Iraq_Q107802,Operation Block Party_,NA
NA,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,2003 invasion of Iraq_Q107802,Operation Block Party II_,NA
NA,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,2003 invasion of Iraq_Q107802,Operation Blore Heath II_,NA
NA,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,2003 invasion of Iraq_Q107802,Operation Bold Action_,NA
NA,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,2003 invasion of Iraq_Q107802,Operation Bone Breaker_,NA
NA,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,2003 invasion of Iraq_Q107802,Operation Boothill_,NA
NA,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,2003 invasion of Iraq_Q107802,Operation Bow Country_,NA
NA,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,2003 invasion of Iraq_Q107802,Operation Bowie_,NA
NA,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,2003 invasion of Iraq_Q107802,Operation Brown Hawk_,NA
NA,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,2003 invasion of Iraq_Q107802,Operation Bruins(Dibbah)_,NA
NA,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,2003 invasion of Iraq_Q107802,Operation Brutus_,NA
NA,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,2003 invasion of Iraq_Q107802,Operation Bull Dawg Chariot_,NA
NA,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,2003 invasion of Iraq_Q107802,Operation Bulldog_,NA
NA,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,2003 invasion of Iraq_Q107802,Operation Cajun Mousetrap II_,NA
NA,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,2003 invasion of Iraq_Q107802,Operation Cajun Mousetrap III_,NA
NA,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,2003 invasion of Iraq_Q107802,Operation California_,NA
NA,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,2003 invasion of Iraq_Q107802,Operation Carentan_,NA
NA,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,2003 invasion of Iraq_Q107802,Operation Castine_,NA
NA,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,2003 invasion of Iraq_Q107802,Operation Cave Dweller_,NA
NA,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,2003 invasion of Iraq_Q107802,Operation Centaur Fast Gas_,NA
NA,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,2003 invasion of Iraq_Q107802,Operation Centaur Rodeo_,NA
NA,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,2003 invasion of Iraq_Q107802,Operation Centaur Showdown_,NA
NA,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,2003 invasion of Iraq_Q107802,Operation Centaur Strike II_,NA
NA,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,2003 invasion of Iraq_Q107802,Operation Centaur Strike III_,NA
NA,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,2003 invasion of Iraq_Q107802,Operation Chalons_,NA
NA,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,2003 invasion of Iraq_Q107802,Operation Chamberlain_,NA
NA,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,2003 invasion of Iraq_Q107802,Operation Checkmate_,NA
NA,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,2003 invasion of Iraq_Q107802,Operation Chepultepec_,NA
NA,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,2003 invasion of Iraq_Q107802,Operation Chesterfield_,NA
NA,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,2003 invasion of Iraq_Q107802,Operation Chicken Coup_,NA
NA,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,2003 invasion of Iraq_Q107802,Operation Chicken Coup II_,NA
NA,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,2003 invasion of Iraq_Q107802,Operation China Shop_,NA
NA,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,2003 invasion of Iraq_Q107802,Operation China Shop II_,NA
NA,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,2003 invasion of Iraq_Q107802,Operation Choke Hold_,NA
NA,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,2003 invasion of Iraq_Q107802,Operation Chosin_,NA
NA,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,2003 invasion of Iraq_Q107802,Operation Church_,NA
NA,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,2003 invasion of Iraq_Q107802,Operation Clean Sweep_,NA
NA,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,2003 invasion of Iraq_Q107802,Operation Clear Area_,NA
NA,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,2003 invasion of Iraq_Q107802,Operation Clear Decision_,NA
NA,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,2003 invasion of Iraq_Q107802,Operation Clydesdale_,NA
NA,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,2003 invasion of Iraq_Q107802,Operation Cobra Strike (2006)_,NA
NA,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,2003 invasion of Iraq_Q107802,Operation Cobra Strike (2007)_,NA
NA,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,2003 invasion of Iraq_Q107802,Operation Cobra Sweep_,NA
NA,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,2003 invasion of Iraq_Q107802,Operation Cobweb (MND-CS)_,NA
NA,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,2003 invasion of Iraq_Q107802,Operation Comanche Swarm III_,NA
NA,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,2003 invasion of Iraq_Q107802,Operation Combined Justice_,NA
NA,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,2003 invasion of Iraq_Q107802,Operation Commando Dive_,NA
NA,intervention,War on Terror_Q185729,military intervention against ISIL_Q17507684,Operation Inherent Resolve_Q18357664,Iraq conflict (2003–present)_Q47015896,Iraq War_Q545449,2003 invasion of Iraq_Q107802,Operation Commando Hunter_,NA
