"","level_1","level_2","level_3","level_4","level_5","level_6","level_7","level_8","level_9"
"656","intervention","War on Terror_Q185729","military intervention against ISIL_Q17507684","Operation Inherent Resolve_Q18357664","Iraq conflict (2003–present)_Q47015896","Iraq War_Q545449","Iraqi insurgency_Q926905","Battle of Baghdad_Q97304250",NA
"657","intervention","War on Terror_Q185729","military intervention against ISIL_Q17507684","Operation Inherent Resolve_Q18357664","Iraq conflict (2003–present)_Q47015896","Iraq War_Q545449","Iraqi insurgency_Q926905","Second Battle of Habbaniyah_Q24083362",NA
"658","intervention","War on Terror_Q185729","military intervention against ISIL_Q17507684","Operation Inherent Resolve_Q18357664","Iraq conflict (2003–present)_Q47015896","Iraq War_Q545449","Iraqi insurgency_Q926905","Sectarian violence in Iraq (2006–2008)_Q17183365",NA
"659","intervention","War on Terror_Q185729","military intervention against ISIL_Q17507684","Operation Inherent Resolve_Q18357664","Iraq conflict (2003–present)_Q47015896","Iraq War_Q545449","Operation Able Rising Force_Q7096724",NA,NA
"660","intervention","War on Terror_Q185729","military intervention against ISIL_Q17507684","Operation Inherent Resolve_Q18357664","Iraq conflict (2003–present)_Q47015896","Iraq War_Q545449","Operation Able Warrior_Q7096725",NA,NA
"661","intervention","War on Terror_Q185729","military intervention against ISIL_Q17507684","Operation Inherent Resolve_Q18357664","Iraq conflict (2003–present)_Q47015896","Iraq War_Q545449","Operation Arbead II_Q7096757",NA,NA
"662","intervention","War on Terror_Q185729","military intervention against ISIL_Q17507684","Operation Inherent Resolve_Q18357664","Iraq conflict (2003–present)_Q47015896","Iraq War_Q545449","Operation Ardennes_Q7096760",NA,NA
"663","intervention","War on Terror_Q185729","military intervention against ISIL_Q17507684","Operation Inherent Resolve_Q18357664","Iraq conflict (2003–present)_Q47015896","Iraq War_Q545449","Operation Badlands_Q7096780",NA,NA
"664","intervention","War on Terror_Q185729","military intervention against ISIL_Q17507684","Operation Inherent Resolve_Q18357664","Iraq conflict (2003–present)_Q47015896","Iraq War_Q545449","Operation Bayonet Lightning_Q7096794",NA,NA
"665","intervention","War on Terror_Q185729","military intervention against ISIL_Q17507684","Operation Inherent Resolve_Q18357664","Iraq conflict (2003–present)_Q47015896","Iraq War_Q545449","Operation Black Eagle_Q3354655",NA,NA
"666","intervention","War on Terror_Q185729","military intervention against ISIL_Q17507684","Operation Inherent Resolve_Q18357664","Iraq conflict (2003–present)_Q47015896","Iraq War_Q545449","Operation Bulldog Mammoth_Q7096859",NA,NA
"667","intervention","War on Terror_Q185729","military intervention against ISIL_Q17507684","Operation Inherent Resolve_Q18357664","Iraq conflict (2003–present)_Q47015896","Iraq War_Q545449","Operation Dagger_Q7096953",NA,NA
"668","intervention","War on Terror_Q185729","military intervention against ISIL_Q17507684","Operation Inherent Resolve_Q18357664","Iraq conflict (2003–present)_Q47015896","Iraq War_Q545449","Operation Defeat Al Qaeda in the North_Q7096967",NA,NA
"669","intervention","War on Terror_Q185729","military intervention against ISIL_Q17507684","Operation Inherent Resolve_Q18357664","Iraq conflict (2003–present)_Q47015896","Iraq War_Q545449","Operation Desert Scorpion (Iraq 2003)_Q7096982",NA,NA
"670","intervention","War on Terror_Q185729","military intervention against ISIL_Q17507684","Operation Inherent Resolve_Q18357664","Iraq conflict (2003–present)_Q47015896","Iraq War_Q545449","Operation Desert Thrust_Q7096979",NA,NA
"671","intervention","War on Terror_Q185729","military intervention against ISIL_Q17507684","Operation Inherent Resolve_Q18357664","Iraq conflict (2003–present)_Q47015896","Iraq War_Q545449","Operation Dragon Fire East_Q7097002",NA,NA
"672","intervention","War on Terror_Q185729","military intervention against ISIL_Q17507684","Operation Inherent Resolve_Q18357664","Iraq conflict (2003–present)_Q47015896","Iraq War_Q545449","Operation Eagle Ares_Q7097017",NA,NA
"673","intervention","War on Terror_Q185729","military intervention against ISIL_Q17507684","Operation Inherent Resolve_Q18357664","Iraq conflict (2003–present)_Q47015896","Iraq War_Q545449","Operation Forsythe Park_Q7097057",NA,NA
"674","intervention","War on Terror_Q185729","military intervention against ISIL_Q17507684","Operation Inherent Resolve_Q18357664","Iraq conflict (2003–present)_Q47015896","Iraq War_Q545449","Operation Gaugamela_Q7097069",NA,NA
"675","intervention","War on Terror_Q185729","military intervention against ISIL_Q17507684","Operation Inherent Resolve_Q18357664","Iraq conflict (2003–present)_Q47015896","Iraq War_Q545449","Operation Guardian Tiger IV_Q7097106",NA,NA
"676","intervention","War on Terror_Q185729","military intervention against ISIL_Q17507684","Operation Inherent Resolve_Q18357664","Iraq conflict (2003–present)_Q47015896","Iraq War_Q545449","Operation Iron Hammer (Iraq 2003)_Q7097172",NA,NA
"677","intervention","War on Terror_Q185729","military intervention against ISIL_Q17507684","Operation Inherent Resolve_Q18357664","Iraq conflict (2003–present)_Q47015896","Iraq War_Q545449","Operation Iron Hammer (Iraq 2005)_Q7097173",NA,NA
"678","intervention","War on Terror_Q185729","military intervention against ISIL_Q17507684","Operation Inherent Resolve_Q18357664","Iraq conflict (2003–present)_Q47015896","Iraq War_Q545449","Operation Iron Justice_Q7097175",NA,NA
"679","intervention","War on Terror_Q185729","military intervention against ISIL_Q17507684","Operation Inherent Resolve_Q18357664","Iraq conflict (2003–present)_Q47015896","Iraq War_Q545449","Operation Iron Saber_Q7097177",NA,NA
"680","intervention","War on Terror_Q185729","military intervention against ISIL_Q17507684","Operation Inherent Resolve_Q18357664","Iraq conflict (2003–present)_Q47015896","Iraq War_Q545449","Operation Iron Triangle_Q7097176",NA,NA
"681","intervention","War on Terror_Q185729","military intervention against ISIL_Q17507684","Operation Inherent Resolve_Q18357664","Iraq conflict (2003–present)_Q47015896","Iraq War_Q545449","Operation Ivy Blizzard_Q7097180",NA,NA
"682","intervention","War on Terror_Q185729","military intervention against ISIL_Q17507684","Operation Inherent Resolve_Q18357664","Iraq conflict (2003–present)_Q47015896","Iraq War_Q545449","Operation Larchwood 4_Q23043314",NA,NA
"683","intervention","War on Terror_Q185729","military intervention against ISIL_Q17507684","Operation Inherent Resolve_Q18357664","Iraq conflict (2003–present)_Q47015896","Iraq War_Q545449","Operation Leyte Gulf_Q7097226",NA,NA
"684","intervention","War on Terror_Q185729","military intervention against ISIL_Q17507684","Operation Inherent Resolve_Q18357664","Iraq conflict (2003–present)_Q47015896","Iraq War_Q545449","Operation Lion's Leap_Q7097238",NA,NA
"685","intervention","War on Terror_Q185729","military intervention against ISIL_Q17507684","Operation Inherent Resolve_Q18357664","Iraq conflict (2003–present)_Q47015896","Iraq War_Q545449","Operation Marlborough_Q7097269",NA,NA
"686","intervention","War on Terror_Q185729","military intervention against ISIL_Q17507684","Operation Inherent Resolve_Q18357664","Iraq conflict (2003–present)_Q47015896","Iraq War_Q545449","Operation Marne Avalanche_Q7097270",NA,NA
"687","intervention","War on Terror_Q185729","military intervention against ISIL_Q17507684","Operation Inherent Resolve_Q18357664","Iraq conflict (2003–present)_Q47015896","Iraq War_Q545449","Operation Mawtini_Q16932796",NA,NA
"688","intervention","War on Terror_Q185729","military intervention against ISIL_Q17507684","Operation Inherent Resolve_Q18357664","Iraq conflict (2003–present)_Q47015896","Iraq War_Q545449","Operation Murfreesboro_Q7097303",NA,NA
"689","intervention","War on Terror_Q185729","military intervention against ISIL_Q17507684","Operation Inherent Resolve_Q18357664","Iraq conflict (2003–present)_Q47015896","Iraq War_Q545449","Operation New Market_Q7097325",NA,NA
"690","intervention","War on Terror_Q185729","military intervention against ISIL_Q17507684","Operation Inherent Resolve_Q18357664","Iraq conflict (2003–present)_Q47015896","Iraq War_Q545449","Operation Panther Squeeze_Q7097371",NA,NA
"691","intervention","War on Terror_Q185729","military intervention against ISIL_Q17507684","Operation Inherent Resolve_Q18357664","Iraq conflict (2003–present)_Q47015896","Iraq War_Q545449","Operation Peninsula Strike_Q4335239",NA,NA
"692","intervention","War on Terror_Q185729","military intervention against ISIL_Q17507684","Operation Inherent Resolve_Q18357664","Iraq conflict (2003–present)_Q47015896","Iraq War_Q545449","Operation Phantom Linebacker_Q7097388",NA,NA
"693","intervention","War on Terror_Q185729","military intervention against ISIL_Q17507684","Operation Inherent Resolve_Q18357664","Iraq conflict (2003–present)_Q47015896","Iraq War_Q545449","Operation Phantom Phoenix_Q2026267","Nineveh campaign_Q7038210",NA
"694","intervention","War on Terror_Q185729","military intervention against ISIL_Q17507684","Operation Inherent Resolve_Q18357664","Iraq conflict (2003–present)_Q47015896","Iraq War_Q545449","Operation Phantom Phoenix_Q2026267","Operation Iron Harvest_",NA
"695","intervention","War on Terror_Q185729","military intervention against ISIL_Q17507684","Operation Inherent Resolve_Q18357664","Iraq conflict (2003–present)_Q47015896","Iraq War_Q545449","Operation Phantom Phoenix_Q2026267","Operation Marne Thunderbolt_",NA
"696","intervention","War on Terror_Q185729","military intervention against ISIL_Q17507684","Operation Inherent Resolve_Q18357664","Iraq conflict (2003–present)_Q47015896","Iraq War_Q545449","Operation Phantom Strike_Q1697088","Operation Iron Reaper_",NA
"697","intervention","War on Terror_Q185729","military intervention against ISIL_Q17507684","Operation Inherent Resolve_Q18357664","Iraq conflict (2003–present)_Q47015896","Iraq War_Q545449","Operation Phantom Strike_Q1697088","Operation Lightning Hammer I_",NA
"698","intervention","War on Terror_Q185729","military intervention against ISIL_Q17507684","Operation Inherent Resolve_Q18357664","Iraq conflict (2003–present)_Q47015896","Iraq War_Q545449","Operation Phantom Strike_Q1697088","Operation Lightning Hammer II_",NA
"699","intervention","War on Terror_Q185729","military intervention against ISIL_Q17507684","Operation Inherent Resolve_Q18357664","Iraq conflict (2003–present)_Q47015896","Iraq War_Q545449","Operation Phantom Strike_Q1697088","Operation Marne Anvil_",NA
"700","intervention","War on Terror_Q185729","military intervention against ISIL_Q17507684","Operation Inherent Resolve_Q18357664","Iraq conflict (2003–present)_Q47015896","Iraq War_Q545449","Operation Phantom Strike_Q1697088","Operation Marne Courageous_Q16931346",NA
"701","intervention","War on Terror_Q185729","military intervention against ISIL_Q17507684","Operation Inherent Resolve_Q18357664","Iraq conflict (2003–present)_Q47015896","Iraq War_Q545449","Operation Phantom Strike_Q1697088","Operation Marne Husky_",NA
"702","intervention","War on Terror_Q185729","military intervention against ISIL_Q17507684","Operation Inherent Resolve_Q18357664","Iraq conflict (2003–present)_Q47015896","Iraq War_Q545449","Operation Phantom Strike_Q1697088","Operation Marne Roundup_",NA
"703","intervention","War on Terror_Q185729","military intervention against ISIL_Q17507684","Operation Inherent Resolve_Q18357664","Iraq conflict (2003–present)_Q47015896","Iraq War_Q545449","Operation Phantom Strike_Q1697088","Operation Marne Torch II_",NA
"704","intervention","War on Terror_Q185729","military intervention against ISIL_Q17507684","Operation Inherent Resolve_Q18357664","Iraq conflict (2003–present)_Q47015896","Iraq War_Q545449","Operation Phantom Thunder_Q2026272","Operation Alljah_Q7096739",NA
"705","intervention","War on Terror_Q185729","military intervention against ISIL_Q17507684","Operation Inherent Resolve_Q18357664","Iraq conflict (2003–present)_Q47015896","Iraq War_Q545449","Operation Phantom Thunder_Q2026272","Operation Arrowhead Ripper_",NA
"706","intervention","War on Terror_Q185729","military intervention against ISIL_Q17507684","Operation Inherent Resolve_Q18357664","Iraq conflict (2003–present)_Q47015896","Iraq War_Q545449","Operation Phantom Thunder_Q2026272","Operation Bull Run_Q11798527",NA
"707","intervention","War on Terror_Q185729","military intervention against ISIL_Q17507684","Operation Inherent Resolve_Q18357664","Iraq conflict (2003–present)_Q47015896","Iraq War_Q545449","Operation Phantom Thunder_Q2026272","Operation Commando Eagle_Q7096918",NA
"708","intervention","War on Terror_Q185729","military intervention against ISIL_Q17507684","Operation Inherent Resolve_Q18357664","Iraq conflict (2003–present)_Q47015896","Iraq War_Q545449","Operation Phantom Thunder_Q2026272","Operation Marne Torch_Q2026187","Operation Stampede 3_Q7097577"
"709","intervention","War on Terror_Q185729","military intervention against ISIL_Q17507684","Operation Inherent Resolve_Q18357664","Iraq conflict (2003–present)_Q47015896","Iraq War_Q545449","Operation Planet X_Q7097399",NA,NA
"710","intervention","War on Terror_Q185729","military intervention against ISIL_Q17507684","Operation Inherent Resolve_Q18357664","Iraq conflict (2003–present)_Q47015896","Iraq War_Q545449","Operation Polar Tempest_Q7097403",NA,NA
"711","intervention","War on Terror_Q185729","military intervention against ISIL_Q17507684","Operation Inherent Resolve_Q18357664","Iraq conflict (2003–present)_Q47015896","Iraq War_Q545449","Operation Purple Haze_Q7097429",NA,NA
"712","intervention","War on Terror_Q185729","military intervention against ISIL_Q17507684","Operation Inherent Resolve_Q18357664","Iraq conflict (2003–present)_Q47015896","Iraq War_Q545449","Operation Red Dawn_Q3780506",NA,NA
"713","intervention","War on Terror_Q185729","military intervention against ISIL_Q17507684","Operation Inherent Resolve_Q18357664","Iraq conflict (2003–present)_Q47015896","Iraq War_Q545449","Operation River Falcon_Q7097465",NA,NA
"714","intervention","War on Terror_Q185729","military intervention against ISIL_Q17507684","Operation Inherent Resolve_Q18357664","Iraq conflict (2003–present)_Q47015896","Iraq War_Q545449","Operation Saber Guardian_Q7097481",NA,NA
"715","intervention","War on Terror_Q185729","military intervention against ISIL_Q17507684","Operation Inherent Resolve_Q18357664","Iraq conflict (2003–present)_Q47015896","Iraq War_Q545449","Operation Scorpion_Q7097510",NA,NA
"716","intervention","War on Terror_Q185729","military intervention against ISIL_Q17507684","Operation Inherent Resolve_Q18357664","Iraq conflict (2003–present)_Q47015896","Iraq War_Q545449","Operation Shurta Nasir_Q7097544",NA,NA
"717","intervention","War on Terror_Q185729","military intervention against ISIL_Q17507684","Operation Inherent Resolve_Q18357664","Iraq conflict (2003–present)_Q47015896","Iraq War_Q545449","Operation Together Forward_Q7097646",NA,NA
"718","intervention","War on Terror_Q185729","military intervention against ISIL_Q17507684","Operation Inherent Resolve_Q18357664","Iraq conflict (2003–present)_Q47015896","Iraq War_Q545449","Operation Valiant Guardian_Q7097682",NA,NA
"719","intervention","War on Terror_Q185729","military intervention against ISIL_Q17507684","Operation Inherent Resolve_Q18357664","Iraq conflict (2003–present)_Q47015896","Iraq War_Q545449","Operation Warrior's Rage_Q7097703",NA,NA
"720","intervention","War on Terror_Q185729","military intervention against ISIL_Q17507684","Operation Inherent Resolve_Q18357664","Iraq conflict (2003–present)_Q47015896","Iraq War_Q545449","Second Battle of Fallujah_Q1330136",NA,NA
"721","intervention","War on Terror_Q185729","military intervention against ISIL_Q17507684","Operation Inherent Resolve_Q18357664","Iraq conflict (2003–present)_Q47015896","Iraq War_Q545449","Siege of Sadr City_Q3486016","Battle of Basra (2008)_Q2888122",NA
"722","intervention","War on Terror_Q185729","military intervention against ISIL_Q17507684","Operation Inherent Resolve_Q18357664","Iraq conflict (2003–present)_Q47015896","Iraq War_Q545449","Siege of Sadr City_Q3486016","Battle of Karbala_Q4871388",NA
"723","intervention","War on Terror_Q185729","military intervention against ISIL_Q17507684","Operation Inherent Resolve_Q18357664","Iraq conflict (2003–present)_Q47015896","Iraq War_Q545449","Siege of Sadr City_Q3486016","Operation Imposing Law_Q1747422",NA
"724","intervention","War on Terror_Q185729","military intervention against ISIL_Q17507684","Operation Inherent Resolve_Q18357664","Iraq conflict (2003–present)_Q47015896","Iraqi Civil War (2014–2017)_Q17984356","Battle of Suq al Ghazi_Q18148976",NA,NA
"725","intervention","War on Terror_Q185729","military intervention against ISIL_Q17507684","Operation Inherent Resolve_Q18357664","Iraq conflict (2003–present)_Q47015896","Iraqi Civil War (2014–2017)_Q17984356","Mosul offensive (2015)_Q20647259",NA,NA
"726","intervention","War on Terror_Q185729","military intervention against ISIL_Q17507684","Operation Inherent Resolve_Q18357664","Iraq conflict (2003–present)_Q47015896","Iraqi Civil War (2014–2017)_Q17984356","Nineveh Plains offensive_Q21814411",NA,NA
"727","intervention","War on Terror_Q185729","military intervention against ISIL_Q17507684","Operation Inherent Resolve_Q18357664","Iraq conflict (2003–present)_Q47015896","Iraqi Civil War (2014–2017)_Q17984356","Northern Iraq offensive_Q17984373","Battle for Mosul Dam_Q17573637",NA
"728","intervention","War on Terror_Q185729","military intervention against ISIL_Q17507684","Operation Inherent Resolve_Q18357664","Iraq conflict (2003–present)_Q47015896","Iraqi insurgency (2017–present)_Q57890365",NA,NA,NA
"729","intervention","War on Terror_Q185729","Operation Enduring Freedom_Q326668","Operation Enduring Freedom – Horn of Africa_Q1195810","2009 Baraawe raid_Q10751263",NA,NA,NA,NA
"730","intervention","War on Terror_Q185729","Operation Enduring Freedom_Q326668","Operation Enduring Freedom – Horn of Africa_Q1195810","2013 raid on Barawe_Q17000965",NA,NA,NA,NA
"731","intervention","War on Terror_Q185729","Operation Enduring Freedom_Q326668","Operation Enduring Freedom – Horn of Africa_Q1195810","Action of 18 March 2006_Q2984712",NA,NA,NA,NA
"732","intervention","War on Terror_Q185729","Operation Enduring Freedom_Q326668","Operation Enduring Freedom – Horn of Africa_Q1195810","Action of 28 October 2007_Q4677332",NA,NA,NA,NA
"733","intervention","War on Terror_Q185729","Operation Enduring Freedom_Q326668","Operation Enduring Freedom – Horn of Africa_Q1195810","Action of 3 June 2007_Q4677356",NA,NA,NA,NA
"734","intervention","War on Terror_Q185729","Operation Enduring Freedom_Q326668","Operation Enduring Freedom – Horn of Africa_Q1195810","American airstrikes in Somalia_Q55603824","November 2017 Somalia airstrike_Q60755056",NA,NA,NA
"735","intervention","War on Terror_Q185729","Operation Enduring Freedom_Q326668","Operation Enduring Freedom – Horn of Africa_Q1195810","American military intervention in Somalia (2007–present)_Q55603824","December 2018 airstrikes in Gandarshe_Q60765736",NA,NA,NA
"736","intervention","War on Terror_Q185729","Operation Enduring Freedom_Q326668","Operation Enduring Freedom – Horn of Africa_Q1195810","Battle of Bargal (2007)_Q4870424",NA,NA,NA,NA
"737","intervention","War on Terror_Q185729","Operation Enduring Freedom_Q326668","Operation Enduring Freedom – Horn of Africa_Q1195810","Battle of Ras Kamboni_Q4872168",NA,NA,NA,NA
"738","intervention","War on Terror_Q185729","Operation Enduring Freedom_Q326668","Operation Enduring Freedom – Horn of Africa_Q1195810","Dai Hong Dan incident_Q18204694",NA,NA,NA,NA
"739","intervention","War on Terror_Q185729","Operation Enduring Freedom_Q326668","Operation Enduring Freedom – Horn of Africa_Q1195810","Dhusamareb airstrike_Q1328419",NA,NA,NA,NA
"740","intervention","War on Terror_Q185729","Operation Enduring Freedom_Q326668","Operation Enduring Freedom – Horn of Africa_Q1195810","Operation Observant Compass_Q65066391",NA,NA,NA,NA
"741","intervention","War on Terror_Q185729","Operation Enduring Freedom_Q326668","Operation Enduring Freedom – Horn of Africa_Q1195810","Operation Ocean Shield_Q2001981","Action of 1 April 2010_Q4677292",NA,NA,NA
"742","intervention","War on Terror_Q185729","Operation Enduring Freedom_Q326668","Operation Enduring Freedom – Horn of Africa_Q1195810","Operation Ocean Shield_Q2001981","SY Quest incident_Q647100",NA,NA,NA
"743","intervention","War on Terror_Q185729","Operation Enduring Freedom_Q326668","Operation Enduring Freedom – Horn of Africa_Q1195810","Rescue of Jessica Buchanan and Poul Hagen Thisted_Q7315022",NA,NA,NA,NA
"744","intervention","War on Terror_Q185729","Operation Enduring Freedom_Q326668","Operation Enduring Freedom – Philippines_Q2631285",NA,NA,NA,NA,NA
"745","intervention","War on Terror_Q185729","War in Afghanistan_Q182865","2001 Sayyd Alma Kalay airstrike_Q4599065",NA,NA,NA,NA,NA
"746","intervention","War on Terror_Q185729","War in Afghanistan_Q182865","2001 uprising in Herat_Q3152953",NA,NA,NA,NA,NA
"747","intervention","War on Terror_Q185729","War in Afghanistan_Q182865","2009 Kunduz airstrike_Q1848486",NA,NA,NA,NA,NA
"748","intervention","War on Terror_Q185729","War in Afghanistan_Q182865","2010 Sangin airstrike_Q7418013",NA,NA,NA,NA,NA
"749","intervention","War on Terror_Q185729","War in Afghanistan_Q182865","2012 Kapisa airstrike_Q4625940",NA,NA,NA,NA,NA
"750","intervention","War on Terror_Q185729","War in Afghanistan_Q182865","2017 Nangarhar airstrike_Q29385187",NA,NA,NA,NA,NA
"751","intervention","War on Terror_Q185729","War in Afghanistan_Q182865","Attack on Bari Alai_Q17182139",NA,NA,NA,NA,NA
"752","intervention","War on Terror_Q185729","War in Afghanistan_Q182865","Azizabad airstrike_Q2909596",NA,NA,NA,NA,NA
"753","intervention","War on Terror_Q185729","War in Afghanistan_Q182865","Baraki Barak airstrike_Q4858273",NA,NA,NA,NA,NA
"754","intervention","War on Terror_Q185729","War in Afghanistan_Q182865","Battle of Afghanya_Q4870218",NA,NA,NA,NA,NA
"755","intervention","War on Terror_Q185729","War in Afghanistan_Q182865","Battle of Alasay_Q385546",NA,NA,NA,NA,NA
"756","intervention","War on Terror_Q185729","War in Afghanistan_Q182865","Battle of Barawala Kalay Valley_Q24905428",NA,NA,NA,NA,NA
"757","intervention","War on Terror_Q185729","War in Afghanistan_Q182865","Battle of Chora_Q1485258",NA,NA,NA,NA,NA
"758","intervention","War on Terror_Q185729","War in Afghanistan_Q182865","Battle of Do Ab_Q4870881",NA,NA,NA,NA,NA
"759","intervention","War on Terror_Q185729","War in Afghanistan_Q182865","Battle of Ebrahimkhel_Q4870947",NA,NA,NA,NA,NA
"760","intervention","War on Terror_Q185729","War in Afghanistan_Q182865","Battle of Firebase Anaconda_Q281145",NA,NA,NA,NA,NA
"761","intervention","War on Terror_Q185729","War in Afghanistan_Q182865","Battle of Ganjgal_Q4871076",NA,NA,NA,NA,NA
"762","intervention","War on Terror_Q185729","War in Afghanistan_Q182865","Battle of Kamdesh_Q2664174",NA,NA,NA,NA,NA
"763","intervention","War on Terror_Q185729","War in Afghanistan_Q182865","Battle of Khaz Oruzgan_Q4871421",NA,NA,NA,NA,NA
"764","intervention","War on Terror_Q185729","War in Afghanistan_Q182865","Battle of Panjwaii_Q3401917","Operation Medusa_Q1763044",NA,NA,NA,NA
"765","intervention","War on Terror_Q185729","War in Afghanistan_Q182865","Battle of Qala-i-Jangi_Q3180637",NA,NA,NA,NA,NA
"766","intervention","War on Terror_Q185729","War in Afghanistan_Q182865","Battle of Sayyd Alma Kalay_Q4872330",NA,NA,NA,NA,NA
"767","intervention","War on Terror_Q185729","War in Afghanistan_Q182865","Battle of Shawali Kowt_Q4872366",NA,NA,NA,NA,NA
"768","intervention","War on Terror_Q185729","War in Afghanistan_Q182865","Battle of Shewan_Q2889960",NA,NA,NA,NA,NA
"769","intervention","War on Terror_Q185729","War in Afghanistan_Q182865","Battle of Shok Valley_Q4872371",NA,NA,NA,NA,NA
"770","intervention","War on Terror_Q185729","War in Afghanistan_Q182865","Battle of Wanat_Q2890373",NA,NA,NA,NA,NA
"771","intervention","War on Terror_Q185729","War in Afghanistan_Q182865","Bombing of Kandahar (2001)_Q4871376",NA,NA,NA,NA,NA
"772","intervention","War on Terror_Q185729","War in Afghanistan_Q182865","Counterinsurgency in Northern Afghanistan_Q1312389","Operation Gala-e Gorg_",NA,NA,NA,NA
"773","intervention","War on Terror_Q185729","War in Afghanistan_Q182865","Counterinsurgency in Northern Afghanistan_Q1312389","Operation Halmazag_Q1234017",NA,NA,NA,NA
"774","intervention","War on Terror_Q185729","War in Afghanistan_Q182865","Counterinsurgency in Northern Afghanistan_Q1312389","Operation Oqab_Q2026247",NA,NA,NA,NA
"775","intervention","War on Terror_Q185729","War in Afghanistan_Q182865","Counterinsurgency in Northern Afghanistan_Q1312389","Operation Sahda Ehlm_",NA,NA,NA,NA
"776","intervention","War on Terror_Q185729","War in Afghanistan_Q182865","Counterinsurgency in Northern Afghanistan_Q1312389","Operation Taohid I_",NA,NA,NA,NA
"777","intervention","War on Terror_Q185729","War in Afghanistan_Q182865","Counterinsurgency in Northern Afghanistan_Q1312389","Operation Taohid II_",NA,NA,NA,NA
"778","intervention","War on Terror_Q185729","War in Afghanistan_Q182865","Counterinsurgency in Northern Afghanistan_Q1312389","Operation Taohid III_",NA,NA,NA,NA
"779","intervention","War on Terror_Q185729","War in Afghanistan_Q182865","Eastern Afghanistan_",NA,NA,NA,NA,NA
"780","intervention","War on Terror_Q185729","War in Afghanistan_Q182865","Fall of Kandahar_Q2888881",NA,NA,NA,NA,NA
"781","intervention","War on Terror_Q185729","War in Afghanistan_Q182865","Fall of Mazar-i-Sharif_Q2889318",NA,NA,NA,NA,NA
"782","intervention","War on Terror_Q185729","War in Afghanistan_Q182865","First and Second Battles of Kakarak_Q5454117",NA,NA,NA,NA,NA
"783","intervention","War on Terror_Q185729","War in Afghanistan_Q182865","Gora Prai airstrike_Q5584353",NA,NA,NA,NA,NA
"784","intervention","War on Terror_Q185729","War in Afghanistan_Q182865","Granai airstrike_Q1136783",NA,NA,NA,NA,NA
"785","intervention","War on Terror_Q185729","War in Afghanistan_Q182865","Haska Meyna wedding party airstrike_Q5252012",NA,NA,NA,NA,NA
"786","intervention","War on Terror_Q185729","War in Afghanistan_Q182865","Hyderabad airstrike_Q5953962",NA,NA,NA,NA,NA
"787","intervention","War on Terror_Q185729","War in Afghanistan_Q182865","Insurgency in Khyber Pakhtunkhwa_Q179275",NA,NA,NA,NA,NA
"788","intervention","War on Terror_Q185729","War in Afghanistan_Q182865","International Security Assistance Force_Q155654","Helmand province campaign_Q5709231","2003 Lejay firefight_Q4601543",NA,NA,NA
"789","intervention","War on Terror_Q185729","War in Afghanistan_Q182865","International Security Assistance Force_Q155654","Helmand province campaign_Q5709231","2007 Helmand Province airstrikes_Q4608594",NA,NA,NA
"790","intervention","War on Terror_Q185729","War in Afghanistan_Q182865","International Security Assistance Force_Q155654","Helmand province campaign_Q5709231","Battle of Garmsir_Q4871080",NA,NA,NA
"791","intervention","War on Terror_Q185729","War in Afghanistan_Q182865","International Security Assistance Force_Q155654","Helmand province campaign_Q5709231","Battle of Musa Qala_Q7510253",NA,NA,NA
"792","intervention","War on Terror_Q185729","War in Afghanistan_Q182865","International Security Assistance Force_Q155654","Helmand province campaign_Q5709231","Battle of Now Zad_Q4871922","Battle of Dahaneh_Q2888379",NA,NA
"793","intervention","War on Terror_Q185729","War in Afghanistan_Q182865","International Security Assistance Force_Q155654","Helmand province campaign_Q5709231","Battle of Now Zad_Q4871922","Operation Cobra's Anger_Q1128855",NA,NA
"794","intervention","War on Terror_Q185729","War in Afghanistan_Q182865","International Security Assistance Force_Q155654","Helmand province campaign_Q5709231","Battle of Now Zad_Q4871922","Operation Strike of the Sword_Q2549377",NA,NA
"795","intervention","War on Terror_Q185729","War in Afghanistan_Q182865","International Security Assistance Force_Q155654","Helmand province campaign_Q5709231","Battle of Sangin (2010)_Q4872292",NA,NA,NA
"796","intervention","War on Terror_Q185729","War in Afghanistan_Q182865","International Security Assistance Force_Q155654","Helmand province campaign_Q5709231","Fall of Sangin_Q30686667",NA,NA,NA
"797","intervention","War on Terror_Q185729","War in Afghanistan_Q182865","International Security Assistance Force_Q155654","Helmand province campaign_Q5709231","Friendly fire incident at Sangin_Q2889117",NA,NA,NA
"798","intervention","War on Terror_Q185729","War in Afghanistan_Q182865","International Security Assistance Force_Q155654","Helmand province campaign_Q5709231","Operation Achilles_Q1616794",NA,NA,NA
"799","intervention","War on Terror_Q185729","War in Afghanistan_Q182865","International Security Assistance Force_Q155654","Helmand province campaign_Q5709231","Operation Blue Sword_",NA,NA,NA
"800","intervention","War on Terror_Q185729","War in Afghanistan_Q182865","International Security Assistance Force_Q155654","Helmand province campaign_Q5709231","Operation Eagle Fury_Q7097022",NA,NA,NA
"801","intervention","War on Terror_Q185729","War in Afghanistan_Q182865","International Security Assistance Force_Q155654","Helmand province campaign_Q5709231","Operation Eagle's Eye_",NA,NA,NA
"802","intervention","War on Terror_Q185729","War in Afghanistan_Q182865","International Security Assistance Force_Q155654","Helmand province campaign_Q5709231","Operation Eagle's Summit_Q3354694",NA,NA,NA
